Data,quantidadeObitos,situacaoComorbidade,descComorbidade
2020-03-24,2,Sim,Diabetes mellitus
2020-03-24,2,Sim,Doença Cardiovascular Crônica
2020-03-24,1,Sim,Outra Pneumopatia Crônica
2020-03-25,4,Sim,Diabetes mellitus
2020-03-25,4,Sim,Doença Cardiovascular Crônica
2020-03-25,1,Sim,Outra Pneumopatia Crônica
2020-03-26,6,Sim,Doença Cardiovascular Crônica
2020-03-26,5,Sim,Diabetes mellitus
2020-03-26,1,Sim,Outra Pneumopatia Crônica
2020-03-27,8,Sim,Doença Cardiovascular Crônica
2020-03-27,5,Sim,Diabetes mellitus
2020-03-27,1,Sim,Outra Pneumopatia Crônica
2020-03-28,10,Sim,Doença Cardiovascular Crônica
2020-03-28,7,Sim,Diabetes mellitus
2020-03-28,2,Sim,Outra Pneumopatia Crônica
2020-03-29,12,Sim,Doença Cardiovascular Crônica
2020-03-29,7,Sim,Diabetes mellitus
2020-03-29,2,Sim,Outra Pneumopatia Crônica
2020-03-29,1,Sim,Doença Neurológica Crônica
2020-03-30,15,Sim,Doença Cardiovascular Crônica
2020-03-30,7,Sim,Diabetes mellitus
2020-03-30,2,Sim,Doença Neurológica Crônica
2020-03-30,2,Sim,Outra Pneumopatia Crônica
2020-03-30,1,Sim,Doença Renal Crônica
2020-03-31,18,Sim,Doença Cardiovascular Crônica
2020-03-31,10,Sim,Diabetes mellitus
2020-03-31,2,Sim,Doença Neurológica Crônica
2020-03-31,2,Sim,Outra Pneumopatia Crônica
2020-03-31,1,Sim,Doença Renal Crônica
2020-04-01,20,Sim,Doença Cardiovascular Crônica
2020-04-01,11,Sim,Diabetes mellitus
2020-04-01,2,Sim,Doença Neurológica Crônica
2020-04-01,2,Sim,Outra Pneumopatia Crônica
2020-04-01,1,Sim,Doença Renal Crônica
2020-04-02,23,Sim,Doença Cardiovascular Crônica
2020-04-02,14,Sim,Diabetes mellitus
2020-04-02,3,Sim,Doença Neurológica Crônica
2020-04-02,3,Sim,Doença Renal Crônica
2020-04-02,2,Sim,Outra Pneumopatia Crônica
2020-04-03,27,Sim,Doença Cardiovascular Crônica
2020-04-03,16,Sim,Diabetes mellitus
2020-04-03,3,Sim,Doença Neurológica Crônica
2020-04-03,3,Sim,Doença Renal Crônica
2020-04-03,3,Sim,Outra Pneumopatia Crônica
2020-04-03,1,Sim,Asma
2020-04-04,30,Sim,Doença Cardiovascular Crônica
