Data,quantidadeObitos,situacaoComorbidade,descComorbidade
2020-03-24,1,Sim,Diabetes mellitus
2020-03-24,1,Sim,Doença Cardiovascular Crônica
2020-03-24,1,Sim,Outra Pneumopatia Crônica
2020-03-25,2,Sim,Diabetes mellitus
2020-03-25,2,Sim,Doença Cardiovascular Crônica
2020-03-25,1,Sim,Outra Pneumopatia Crônica
2020-03-26,4,Sim,Doença Cardiovascular Crônica
2020-03-26,3,Sim,Diabetes mellitus
2020-03-26,1,Sim,Outra Pneumopatia Crônica
2020-03-27,5,Sim,Doença Cardiovascular Crônica
2020-03-27,3,Sim,Diabetes mellitus
2020-03-27,1,Sim,Outra Pneumopatia Crônica
2020-03-28,7,Sim,Doença Cardiovascular Crônica
2020-03-28,5,Sim,Diabetes mellitus
2020-03-28,2,Sim,Outra Pneumopatia Crônica
2020-03-29,9,Sim,Doença Cardiovascular Crônica
2020-03-29,5,Sim,Diabetes mellitus
2020-03-29,2,Sim,Outra Pneumopatia Crônica
2020-03-29,1,Sim,Doença Neurológica Crônica
2020-03-30,12,Sim,Doença Cardiovascular Crônica
2020-03-30,5,Sim,Diabetes mellitus
2020-03-30,2,Sim,Doença Neurológica Crônica
2020-03-30,2,Sim,Outra Pneumopatia Crônica
2020-03-30,1,Sim,Doença Renal Crônica
2020-03-31,15,Sim,Doença Cardiovascular Crônica
2020-03-31,8,Sim,Diabetes mellitus
2020-03-31,2,Sim,Doença Neurológica Crônica
2020-03-31,2,Sim,Outra Pneumopatia Crônica
2020-03-31,1,Sim,Doença Renal Crônica
2020-04-01,17,Sim,Doença Cardiovascular Crônica
2020-04-01,9,Sim,Diabetes mellitus
2020-04-01,2,Sim,Doença Neurológica Crônica
2020-04-01,2,Sim,Outra Pneumopatia Crônica
2020-04-01,1,Sim,Doença Renal Crônica
2020-04-02,20,Sim,Doença Cardiovascular Crônica
2020-04-02,12,Sim,Diabetes mellitus
2020-04-02,3,Sim,Doença Neurológica Crônica
2020-04-02,3,Sim,Doença Renal Crônica
2020-04-02,2,Sim,Outra Pneumopatia Crônica
2020-04-03,24,Sim,Doença Cardiovascular Crônica
2020-04-03,14,Sim,Diabetes mellitus
2020-04-03,3,Sim,Doença Neurológica Crônica
2020-04-03,3,Sim,Doença Renal Crônica
2020-04-03,3,Sim,Outra Pneumopatia Crônica
2020-04-04,27,Sim,Doença Cardiovascular Crônica
2020-04-04,17,Sim,Diabetes mellitus
2020-04-04,6,Sim,Outra Pneumopatia Crônica
2020-04-04,3,Sim,Doença Neurológica Crônica
2020-04-04,3,Sim,Doença Renal Crônica
2020-04-04,1,Sim,Asma
2020-04-04,1,Sim,Doença Hepática Crônica
2020-04-04,1,Sim,Obesidade
2020-04-05,34,Sim,Doença Cardiovascular Crônica
2020-04-05,21,Sim,Diabetes mellitus
2020-04-05,7,Sim,Outra Pneumopatia Crônica
2020-04-05,3,Sim,Doença Neurológica Crônica
2020-04-05,3,Sim,Doença Renal Crônica
2020-04-05,1,Sim,Asma
2020-04-05,1,Sim,Doença Hepática Crônica
2020-04-05,1,Sim,Obesidade
2020-04-06,40,Sim,Doença Cardiovascular Crônica
2020-04-06,24,Sim,Diabetes mellitus
2020-04-06,8,Sim,Outra Pneumopatia Crônica
2020-04-06,4,Sim,Doença Renal Crônica
2020-04-06,3,Sim,Doença Neurológica Crônica
2020-04-06,1,Sim,Asma
2020-04-06,1,Sim,Doença Hematológica Crônica
2020-04-06,1,Sim,Doença Hepática Crônica
2020-04-06,1,Sim,Obesidade
2020-04-07,45,Sim,Doença Cardiovascular Crônica
2020-04-07,27,Sim,Diabetes mellitus
2020-04-07,8,Sim,Outra Pneumopatia Crônica
2020-04-07,6,Sim,Doença Renal Crônica
2020-04-07,4,Sim,Doença Neurológica Crônica
2020-04-07,2,Sim,Doença Hematológica Crônica
2020-04-07,2,Sim,Doença Hepática Crônica
2020-04-07,1,Sim,Asma
2020-04-07,1,Sim,Obesidade
2020-04-08,48,Sim,Doença Cardiovascular Crônica
2020-04-08,30,Sim,Diabetes mellitus
2020-04-08,9,Sim,Outra Pneumopatia Crônica
2020-04-08,6,Sim,Doença Renal Crônica
2020-04-08,5,Sim,Doença Neurológica Crônica
2020-04-08,2,Sim,Doença Hematológica Crônica
2020-04-08,2,Sim,Doença Hepática Crônica
2020-04-08,2,Sim,Obesidade
2020-04-08,1,Sim,Asma
2020-04-09,49,Sim,Doença Cardiovascular Crônica
2020-04-09,31,Sim,Diabetes mellitus
2020-04-09,11,Sim,Outra Pneumopatia Crônica
2020-04-09,7,Sim,Doença Renal Crônica
2020-04-09,6,Sim,Doença Neurológica Crônica
2020-04-09,2,Sim,Doença Hematológica Crônica
2020-04-09,2,Sim,Doença Hepática Crônica
2020-04-09,2,Sim,Obesidade
2020-04-09,1,Sim,Asma
2020-04-10,53,Sim,Doença Cardiovascular Crônica
2020-04-10,34,Sim,Diabetes mellitus
2020-04-10,13,Sim,Outra Pneumopatia Crônica
2020-04-10,7,Sim,Doença Neurológica Crônica
2020-04-10,7,Sim,Doença Renal Crônica
2020-04-10,2,Sim,Asma
2020-04-10,2,Sim,Doença Hematológica Crônica
2020-04-10,2,Sim,Doença Hepática Crônica
2020-04-10,2,Sim,Obesidade
2020-04-11,58,Sim,Doença Cardiovascular Crônica
2020-04-11,37,Sim,Diabetes mellitus
2020-04-11,13,Sim,Outra Pneumopatia Crônica
2020-04-11,8,Sim,Doença Neurológica Crônica
2020-04-11,7,Sim,Doença Renal Crônica
2020-04-11,2,Sim,Asma
2020-04-11,2,Sim,Doença Hematológica Crônica
2020-04-11,2,Sim,Doença Hepática Crônica
2020-04-11,2,Sim,Obesidade
2020-04-12,64,Sim,Doença Cardiovascular Crônica
2020-04-12,42,Sim,Diabetes mellitus
2020-04-12,14,Sim,Outra Pneumopatia Crônica
2020-04-12,9,Sim,Doença Neurológica Crônica
2020-04-12,7,Sim,Doença Renal Crônica
2020-04-12,2,Sim,Asma
2020-04-12,2,Sim,Doença Hematológica Crônica
2020-04-12,2,Sim,Doença Hepática Crônica
2020-04-12,2,Sim,Obesidade
2020-04-13,65,Sim,Doença Cardiovascular Crônica
2020-04-13,43,Sim,Diabetes mellitus
2020-04-13,14,Sim,Outra Pneumopatia Crônica
2020-04-13,9,Sim,Doença Neurológica Crônica
2020-04-13,7,Sim,Doença Renal Crônica
2020-04-13,2,Sim,Asma
2020-04-13,2,Sim,Doença Hematológica Crônica
2020-04-13,2,Sim,Doença Hepática Crônica
2020-04-13,2,Sim,Obesidade
2020-04-14,73,Sim,Doença Cardiovascular Crônica
2020-04-14,49,Sim,Diabetes mellitus
2020-04-14,14,Sim,Outra Pneumopatia Crônica
2020-04-14,11,Sim,Doença Neurológica Crônica
2020-04-14,7,Sim,Doença Renal Crônica
2020-04-14,4,Sim,Doença Hepática Crônica
2020-04-14,2,Sim,Asma
2020-04-14,2,Sim,Doença Hematológica Crônica
2020-04-14,2,Sim,Imunodeficiência/Imunodepressão
2020-04-14,2,Sim,Obesidade
2020-04-15,76,Sim,Doença Cardiovascular Crônica
2020-04-15,51,Sim,Diabetes mellitus
2020-04-15,14,Sim,Outra Pneumopatia Crônica
2020-04-15,11,Sim,Doença Neurológica Crônica
2020-04-15,9,Sim,Doença Renal Crônica
2020-04-15,4,Sim,Doença Hepática Crônica
2020-04-15,3,Sim,Imunodeficiência/Imunodepressão
2020-04-15,2,Sim,Asma
2020-04-15,2,Sim,Doença Hematológica Crônica
2020-04-15,2,Sim,Obesidade
2020-04-16,78,Sim,Doença Cardiovascular Crônica
2020-04-16,52,Sim,Diabetes mellitus
2020-04-16,14,Sim,Outra Pneumopatia Crônica
2020-04-16,11,Sim,Doença Neurológica Crônica
2020-04-16,9,Sim,Doença Renal Crônica
2020-04-16,4,Sim,Doença Hepática Crônica
2020-04-16,3,Sim,Imunodeficiência/Imunodepressão
2020-04-16,2,Sim,Asma
2020-04-16,2,Sim,Doença Hematológica Crônica
2020-04-16,2,Sim,Obesidade
