Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos na hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,1124,2,0.18,0.06,100,66.31,62.5,3,,,36.0,2,0,0
2020-03-25,1298,3,0.23,0.09,100,66.31,41.0,3,5.0,12.5,-9.0,3,0,0
2020-03-26,1452,6,0.41,0.19,83.33,66.31,78.0,3,5.0,-9.0,12.5,6,0,0
2020-03-27,1573,9,0.57,0.28,77.78,66.31,84.0,3,5.0,8.0,-1.5,8,1,0
2020-03-28,1646,11,0.67,0.34,81.82,66.31,72.0,3,5.0,8.0,-1.5,10,1,0
2020-03-29,1712,15,0.88,0.47,80,66.31,72.0,3,5.67,8.17,8.0,13,2,0
2020-03-30,1794,18,1,0.56,83.33,66.31,73.0,3,5.67,10.8,9.38,16,2,0
2020-03-31,1865,21,1.13,0.66,85.71,66.31,72.0,3,4.33,10.75,8.27,19,2,0
2020-04-01,1947,23,1.18,0.72,86.96,66.31,74.0,3,4.33,10.75,9.25,21,2,0
2020-04-02,2016,31,1.54,0.97,77.42,66.31,72.0,3,3.22,10.91,8.88,28,3,0
2020-04-03,2075,39,1.88,1.22,74.36,66.31,74.0,3,4.54,11.94,9.35,36,3,0
2020-04-04,2128,46,2.16,1.44,78.26,66.31,74.0,3,4.59,8.62,11.17,43,3,0
2020-04-05,2161,53,2.45,1.66,81.13,66.31,74.0,6,4.74,9.24,12.18,48,5,0
2020-04-06,2200,62,2.82,1.94,80.65,66.31,73.5,8,5.42,11.97,9.5,57,5,0
2020-04-07,2240,68,3.04,2.13,82.35,66.31,73.0,9,5.24,11.51,9.46,63,5,0
2020-04-08,2287,74,3.24,2.31,83.78,66.31,73.0,12,5.32,9.85,11.55,69,5,0
2020-04-09,2300,83,3.61,2.59,81.93,66.31,73.0,16,5.46,11.29,9.72,78,5,0
2020-04-10,2313,93,4.02,2.91,82.8,66.31,72.0,19,6.49,11.97,10.44,88,5,0
2020-04-11,2341,102,4.36,3.19,82.35,66.31,73.0,24,6.6,11.87,10.58,97,5,0
2020-04-12,2359,111,4.71,3.47,81.98,66.31,73.0,28,6.88,10.75,11.82,104,5,2
2020-04-13,2390,116,4.85,3.63,80.17,66.31,72.0,34,6.91,11.75,11.08,109,5,2
2020-04-14,2409,130,5.4,4.06,82.31,66.31,71.0,45,6.92,11.47,11.59,123,5,2
2020-04-15,2412,133,5.51,4.16,82.71,66.31,71.0,64,6.93,11.52,11.69,126,5,2
2020-04-16,2412,135,5.6,4.22,82.96,66.31,71.0,74,6.94,11.69,11.67,128,5,2
