Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos na hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,1307,2,0.15,0.05,100,69.42,62.5,0,,6.0,,2,0,0
2020-03-25,1486,4,0.27,0.1,100,69.42,74.0,0,,5.0,,4,0,0
2020-03-26,1644,7,0.43,0.17,85.71,69.42,83.0,0,,,5.0,7,0,0
2020-03-27,1784,10,0.56,0.24,80,69.42,83.5,0,,6.0,4.25,9,1,0
2020-03-28,1881,12,0.64,0.29,83.33,69.42,77.5,0,,5.0,6.0,11,1,0
2020-03-29,1965,16,0.81,0.39,81.25,69.42,73.0,0,3.5,10.0,5.25,14,2,0
2020-03-30,2095,19,0.91,0.46,84.21,69.42,74.0,0,3.5,6.82,13.33,17,2,0
2020-03-31,2208,22,1,0.54,86.36,69.42,73.0,0,3.2,12.0,6.5,20,2,0
2020-04-01,2374,24,1.01,0.59,87.5,69.42,74.5,0,3.2,7.4,12.0,22,2,0
2020-04-02,2500,33,1.32,0.8,75.76,69.42,74.0,0,3.17,12.86,7.95,30,3,0
2020-04-03,2617,41,1.57,1,73.17,69.42,75.0,0,4.9,8.32,12.62,38,3,0
2020-04-04,2752,48,1.74,1.17,77.08,69.42,74.0,0,4.69,7.79,11.06,45,3,0
2020-04-05,2889,56,1.94,1.37,80.36,69.42,74.0,2,4.87,12.05,8.49,51,5,0
2020-04-06,3050,67,2.2,1.63,80.6,69.42,74.0,2,5.65,11.96,8.67,62,5,0
2020-04-07,3234,74,2.29,1.8,82.43,69.42,73.0,2,5.3,11.5,8.69,69,5,0
2020-04-08,3428,81,2.36,1.98,83.95,69.42,73.0,3,5.19,9.0,11.49,76,5,0
2020-04-09,3636,92,2.53,2.24,82.61,69.42,73.5,5,4.76,10.56,8.66,87,5,0
2020-04-10,3872,104,2.69,2.54,82.69,69.42,73.0,5,6.03,11.38,9.29,99,5,0
2020-04-11,4087,116,2.84,2.83,81.9,69.42,74.0,6,6.46,11.63,9.47,111,5,0
2020-04-12,4298,129,3,3.15,82.17,69.42,74.0,6,6.7,11.71,9.71,122,5,2
2020-04-13,4571,136,2.98,3.32,80.15,69.42,73.0,6,6.74,11.64,9.94,129,5,2
2020-04-14,4774,155,3.25,3.78,81.94,69.42,73.0,6,6.64,10.23,11.31,148,5,2
2020-04-15,4991,172,3.45,4.2,81.98,69.42,71.0,9,6.48,11.26,10.13,165,5,2
2020-04-16,5123,185,3.61,4.51,82.7,69.42,71.0,14,6.27,10.32,11.46,178,5,2
2020-04-17,5253,206,3.92,5.02,82.52,69.42,72.0,19,6.12,11.32,10.55,199,5,2
2020-04-18,5324,217,4.08,5.29,82.03,69.42,72.0,27,6.15,11.17,10.58,210,5,2
2020-04-19,5364,236,4.4,5.76,80.93,69.42,72.0,35,6.21,10.67,11.13,229,5,2
2020-04-20,5439,258,4.74,6.29,81.01,69.42,72.0,41,6.18,11.11,10.97,251,5,2
2020-04-21,5509,276,5.01,6.73,79.71,69.42,72.5,52,6.13,11.08,11.1,269,5,2
2020-04-22,5577,291,5.22,7.1,80.07,69.42,72.0,61,6.04,11.06,10.93,284,5,2
2020-04-23,5607,303,5.4,7.39,79.87,69.42,72.0,72,6.01,10.88,11.24,296,5,2
2020-04-24,5662,319,5.63,7.78,79.31,69.42,72.0,90,6.03,10.81,11.35,312,5,2
2020-04-25,5667,326,5.75,7.95,78.22,69.42,72.0,98,6.05,11.36,10.82,319,5,2
