Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos hospitais privados,Obitos na residencia,Obitos hospitais publicos,Obitos sem informacao local
2020-03-24,1493,4,0.27,0.08,100,68.04,76.0,2,4,11,36,2,1,1,0
2020-03-25,1687,6,0.36,0.11,100,68.04,75.5,2,4,11,20,2,2,2,0
2020-03-26,1864,9,0.48,0.17,88.89,68.04,83.0,2,4,11,20,4,2,3,0
2020-03-27,2008,12,0.6,0.23,83.33,68.04,83.5,2,5.0,11.0,9.67,4,3,5,0
2020-03-28,2118,14,0.66,0.26,85.71,68.04,77.5,2,5.0,11.0,9.67,5,3,6,0
2020-03-29,2218,18,0.81,0.34,83.33,68.04,73.0,2,4.4,9.0,11.83,7,4,7,0
2020-03-30,2364,22,0.93,0.42,81.82,68.04,75.5,2,4.4,9.42,13.0,10,4,8,0
2020-03-31,2490,25,1,0.47,84,68.04,74.0,2,4.43,8.6,12.22,11,4,10,0
2020-04-01,2695,27,1,0.51,85.19,68.04,75.0,2,4.43,12.22,9.31,12,4,11,0
2020-04-02,2844,36,1.27,0.68,75,68.04,74.5,2,3.44,9.13,13.31,16,6,13,1
2020-04-03,2971,45,1.51,0.85,71.11,68.04,75.0,2,4.79,13.37,9.42,18,6,20,1
2020-04-04,3129,52,1.66,0.98,75,68.04,74.5,2,4.94,8.84,12.63,18,6,27,1
2020-04-05,3289,60,1.82,1.13,78.33,68.04,74.0,4,5.1,13.72,9.3,18,8,33,1
2020-04-06,3486,72,2.07,1.36,79.17,68.04,74.0,4,5.58,13.53,9.36,21,9,41,1
2020-04-07,3698,79,2.14,1.49,81.01,68.04,73.0,4,5.65,12.92,9.23,24,9,45,1
2020-04-08,3954,87,2.2,1.64,82.76,68.04,73.0,4,5.74,12.92,9.34,27,9,50,1
2020-04-09,4233,99,2.34,1.87,80.81,68.04,74.0,6,5.77,12.73,9.16,30,10,58,1
2020-04-10,4611,111,2.41,2.09,81.08,68.04,74.0,6,7.14,13.29,9.78,34,10,66,1
2020-04-11,4941,124,2.51,2.34,80.65,68.04,74.0,7,7.41,10.09,13.29,36,11,76,1
2020-04-12,5294,138,2.61,2.6,80.43,68.04,74.0,7,8.02,13.57,10.19,38,11,86,3
2020-04-13,5725,145,2.53,2.74,78.62,68.04,73.0,7,7.87,13.38,10.41,40,11,91,3
2020-04-14,6159,165,2.68,3.11,80,68.04,73.0,7,7.73,12.76,10.88,45,11,106,3
2020-04-15,6604,183,2.77,3.45,80.33,68.04,71.0,9,7.48,12.48,10.74,50,11,119,3
2020-04-16,7010,199,2.84,3.75,80.9,68.04,71.0,11,7.25,12.52,10.86,51,12,133,3
2020-04-17,7468,222,2.97,4.19,80.63,68.04,72.0,12,6.98,11.04,12.35,56,13,150,3
2020-04-18,7895,239,3.03,4.51,80.33,68.04,72.0,17,7.07,12.47,11.05,58,14,164,3
2020-04-19,8350,262,3.14,4.94,79.77,68.04,71.5,25,6.92,11.05,12.25,64,16,179,3
2020-04-20,9007,293,3.25,5.53,79.86,68.04,72.0,27,6.51,12.33,11.36,71,17,202,3
2020-04-21,9423,318,3.37,6,77.99,68.04,71.5,31,6.6,12.29,11.5,76,19,220,3
2020-04-22,9857,340,3.45,6.42,77.94,68.04,72.0,36,6.59,12.07,11.32,77,20,240,3
2020-04-23,10259,362,3.53,6.83,77.9,68.04,72.0,38,6.89,11.42,12.28,81,20,258,3
2020-04-24,10658,404,3.79,7.62,77.23,68.04,72.0,43,6.93,11.37,12.0,85,23,293,3
2020-04-25,11019,441,4,8.32,75.74,68.04,72.0,47,6.96,11.41,12.06,92,25,321,3
2020-04-26,11295,491,4.35,9.26,75.15,68.04,72.0,49,6.72,11.79,11.3,102,25,361,3
2020-04-27,11561,528,4.57,9.96,75.19,68.04,72.0,55,6.75,11.86,11.3,106,25,394,3
2020-04-28,11713,564,4.82,10.64,75.53,68.04,72.0,63,6.58,11.69,11.31,111,26,424,3
2020-04-29,11889,614,5.16,11.58,75.24,68.04,72.0,82,6.47,11.61,11.27,122,31,458,3
2020-04-30,12018,667,5.55,12.58,74.06,68.04,72.0,105,6.53,11.42,11.33,132,35,497,3
2020-05-01,12107,714,5.9,13.47,72.83,68.04,72.0,129,6.58,11.32,11.39,136,42,533,3
2020-05-02,12179,745,6.12,14.06,72.35,68.04,72.0,160,6.61,11.37,11.53,142,43,557,3
2020-05-03,12232,784,6.41,14.79,72.19,68.04,71.0,189,6.7,11.3,11.67,150,44,586,4
2020-05-04,12285,811,6.6,15.3,72.01,68.04,71.0,227,6.64,11.27,11.78,159,45,601,6
2020-05-05,12310,845,6.86,15.94,72.19,68.04,71.0,250,6.6,11.2,12.01,171,45,622,7
2020-05-06,12310,849,6.9,16.02,72.2,68.04,71.0,253,6.58,11.2,12.02,173,45,624,7
2020-05-07,12310,849,6.9,16.02,72.2,68.04,71.0,253,6.58,11.2,12.02,173,45,624,7
