Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos na hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,1250,2,0.16,0.05,100,69.07,62.5,0,,,36.0,2,0,0
2020-03-25,1431,4,0.28,0.11,100,69.07,74.0,0,,20.0,,4,0,0
2020-03-26,1599,7,0.44,0.19,85.71,69.07,83.0,0,,,20.0,7,0,0
2020-03-27,1735,10,0.58,0.27,80,69.07,83.5,0,6.0,11.75,9.0,9,1,0
2020-03-28,1832,12,0.66,0.32,83.33,69.07,77.5,0,6.0,9.0,11.75,11,1,0
2020-03-29,1917,16,0.83,0.43,81.25,69.07,73.0,0,4.5,11.0,9.13,14,2,0
2020-03-30,2031,19,0.94,0.51,84.21,69.07,74.0,0,4.5,13.67,9.7,17,2,0
2020-03-31,2140,22,1.03,0.59,86.36,69.07,73.0,0,3.6,12.67,8.69,20,2,0
2020-04-01,2287,24,1.05,0.65,87.5,69.07,74.5,0,3.6,12.67,9.5,22,2,0
2020-04-02,2397,32,1.34,0.86,78.13,69.07,74.5,0,2.63,9.53,12.0,29,3,0
2020-04-03,2488,40,1.61,1.08,75,69.07,75.0,0,4.25,10.0,12.88,37,3,0
2020-04-04,2586,47,1.82,1.27,78.72,69.07,74.0,0,4.38,11.87,9.18,44,3,0
2020-04-05,2691,55,2.04,1.49,81.82,69.07,74.0,0,4.5600000000000005,9.54,12.79,50,5,0
2020-04-06,2809,65,2.31,1.76,81.54,69.07,74.0,0,5.3,9.72,12.46,60,5,0
2020-04-07,2925,72,2.46,1.95,83.33,69.07,73.0,0,5.14,9.51,11.78,67,5,0
2020-04-08,3048,79,2.59,2.14,84.81,69.07,73.0,1,5.24,9.89,11.91,74,5,0
2020-04-09,3168,90,2.84,2.43,83.33,69.07,73.5,3,5.36,11.58,9.72,85,5,0
2020-04-10,3276,102,3.11,2.76,83.33,69.07,73.0,5,6.38,12.26,10.13,97,5,0
2020-04-11,3361,114,3.39,3.08,82.46,69.07,74.0,6,6.73,10.35,12.33,109,5,0
2020-04-12,3431,125,3.64,3.38,82.4,69.07,74.0,8,6.91,12.34,10.55,118,5,2
2020-04-13,3525,132,3.74,3.57,80.3,69.07,73.0,9,6.92,12.28,10.74,125,5,2
2020-04-14,3588,150,4.18,4.05,82,69.07,73.0,12,7.19,11.95,11.26,143,5,2
2020-04-15,3627,165,4.55,4.46,82.42,69.07,72.0,16,6.89,10.97,11.81,158,5,2
2020-04-16,3655,174,4.76,4.7,82.76,69.07,72.0,26,6.68,11.18,11.89,167,5,2
2020-04-17,3677,190,5.17,5.14,82.63,69.07,72.0,32,6.53,11.72,11.47,183,5,2
2020-04-18,3680,198,5.38,5.35,82.32,69.07,72.0,39,6.45,11.58,11.69,191,5,2
2020-04-19,3680,208,5.65,5.62,80.77,69.07,72.0,48,6.46,11.69,11.69,201,5,2
2020-04-20,3682,215,5.84,5.81,81.4,69.07,72.0,58,6.4,11.68,11.82,208,5,2
2020-04-21,3682,221,6,5.97,81,69.07,72.0,60,6.31,11.61,11.94,214,5,2
