Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos na hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,970,2,0.21,0.07,100,66.68,62.5,2,,4.5,4.0,2,0,0
2020-03-25,1109,3,0.27,0.1,100,66.68,65.0,2,20.0,4.17,5.5,2,1,0
2020-03-26,1215,6,0.49,0.2,83.33,66.68,78.0,2,12.5,8.43,5.78,5,1,0
2020-03-27,1304,9,0.69,0.3,77.78,66.68,84.0,2,12.5,9.33,6.25,7,2,0
2020-03-28,1367,11,0.8,0.37,81.82,66.68,72.0,2,8.33,9.09,6.29,9,2,0
2020-03-29,1428,14,0.98,0.47,85.71,66.68,71.5,2,6.6,6.47,10.21,11,3,0
2020-03-30,1542,17,1.1,0.57,88.24,66.68,71.0,2,6.33,11.35,7.15,14,3,0
2020-03-31,1603,20,1.25,0.67,90,66.68,68.0,3,5.5,7.17,11.53,17,3,0
2020-04-01,1678,22,1.31,0.73,90.91,66.68,71.5,3,6.44,13.35,10.17,19,3,0
2020-04-02,1742,29,1.66,0.97,82.76,66.68,72.0,5,5.92,12.0,10.83,25,4,0
2020-04-03,1811,36,1.99,1.2,77.78,66.68,75.0,7,5.82,12.5,10.95,32,4,0
2020-04-04,1863,43,2.31,1.43,81.4,66.68,74.0,8,5.65,12.26,10.57,39,4,0
2020-04-05,1892,50,2.64,1.67,84,66.68,73.5,14,5.52,12.69,10.55,44,6,0
2020-04-06,1945,59,3.03,1.97,83.05,66.68,73.0,18,5.57,12.15,10.54,52,7,0
2020-04-07,1992,65,3.26,2.17,84.62,66.68,73.0,20,5.41,10.5,12.02,58,7,0
2020-04-08,2040,71,3.48,2.37,85.92,66.68,73.0,26,5.87,12.23,10.81,64,7,0
2020-04-09,2055,79,3.84,2.63,83.54,66.68,73.0,30,5.84,12.06,10.76,72,7,0
2020-04-10,2060,87,4.22,2.9,83.91,66.68,72.0,37,5.74,11.83,10.76,80,7,0
2020-04-11,2062,94,4.56,3.13,82.98,66.68,73.0,46,5.61,11.28,10.65,87,7,0
2020-04-12,2062,100,4.85,3.33,83,66.68,73.0,55,5.61,11.32,10.82,93,7,0
2020-04-13,2064,105,5.09,3.5,80.95,66.68,72.0,61,5.53,11.04,11.38,98,7,0
2020-04-14,2070,111,5.36,3.7,81.98,66.68,72.0,64,5.54,11.1,11.17,104,7,0
