Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos na hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,1185,2,0.17,0.06,100,64.53,62.5,3,,,36.0,2,0,0
2020-03-25,1374,4,0.29,0.12,100,64.53,62.0,3,5.0,-9.0,12.5,4,0,0
2020-03-26,1538,7,0.46,0.21,85.71,64.53,83.0,3,5.0,-9.0,12.5,7,0,0
2020-03-27,1669,10,0.6,0.29,80,64.53,83.5,3,5.0,8.33,-1.5,9,1,0
2020-03-28,1758,12,0.68,0.35,83.33,64.53,77.5,3,5.0,-1.5,8.33,11,1,0
2020-03-29,1845,16,0.87,0.47,81.25,64.53,73.0,3,5.25,8.6,7.67,14,2,0
2020-03-30,1951,19,0.97,0.56,84.21,64.53,74.0,3,5.25,10.83,9.0,17,2,0
2020-03-31,2040,22,1.08,0.65,86.36,64.53,73.0,3,4.29,10.78,8.0,20,2,0
2020-04-01,2142,24,1.12,0.71,87.5,64.53,74.5,3,4.29,10.78,9.0,22,2,0
2020-04-02,2220,32,1.44,0.94,78.13,64.53,74.0,3,3.3,10.92,9.18,29,3,0
2020-04-03,2290,40,1.75,1.18,75,64.53,75.0,3,4.5,9.54,11.89,37,3,0
2020-04-04,2361,47,1.99,1.38,78.72,64.53,74.0,3,4.5600000000000005,8.8,11.17,44,3,0
2020-04-05,2414,55,2.28,1.62,81.82,64.53,74.0,5,4.7,9.31,12.37,50,5,0
2020-04-06,2465,65,2.64,1.91,81.54,64.53,73.5,7,5.36,12.14,9.53,60,5,0
2020-04-07,2518,71,2.82,2.09,83.1,64.53,73.0,8,5.2,9.49,11.69,66,5,0
2020-04-08,2578,77,2.99,2.26,84.42,64.53,73.0,11,5.29,11.7,9.85,72,5,0
2020-04-09,2620,87,3.32,2.56,82.76,64.53,73.0,14,5.42,9.66,11.44,82,5,0
2020-04-10,2659,98,3.69,2.88,82.65,64.53,72.0,17,6.43,12.07,10.35,93,5,0
2020-04-11,2715,108,3.98,3.18,82.41,64.53,73.0,21,6.57,11.93,10.45,103,5,0
2020-04-12,2764,118,4.27,3.47,82.2,64.53,73.0,24,6.85,11.79,10.52,111,5,2
2020-04-13,2844,125,4.4,3.68,80,64.53,72.0,31,6.88,10.84,11.73,118,5,2
2020-04-14,2950,143,4.85,4.21,81.82,64.53,71.0,41,6.84,11.51,11.14,136,5,2
2020-04-15,3003,156,5.19,4.59,82.05,64.53,71.0,54,6.79,11.73,11.17,149,5,2
2020-04-16,3021,162,5.36,4.76,82.1,64.53,71.0,73,6.73,11.43,11.65,155,5,2
2020-04-17,3034,175,5.77,5.15,81.14,64.53,71.0,80,6.52,11.69,11.45,168,5,2
2020-04-18,3034,176,5.8,5.18,80.68,64.53,71.0,84,6.52,11.45,11.69,168,5,3
