Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos na hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,1210,2,0.17,0.06,100,65.49,62.5,0,,,36.0,2,0,0
2020-03-25,1402,4,0.29,0.11,100,65.49,62.0,0,5.0,-9.0,12.5,4,0,0
2020-03-26,1578,7,0.44,0.19,85.71,65.49,83.0,0,5.0,12.5,-9.0,7,0,0
2020-03-27,1719,10,0.58,0.28,80,65.49,83.5,0,5.0,-1.5,8.33,9,1,0
2020-03-28,1817,12,0.66,0.33,83.33,65.49,77.5,0,5.0,8.33,-1.5,11,1,0
2020-03-29,1909,16,0.84,0.44,81.25,65.49,73.0,0,5.25,8.6,7.67,14,2,0
2020-03-30,2027,19,0.94,0.53,84.21,65.49,74.0,0,5.25,10.83,9.0,17,2,0
2020-03-31,2129,22,1.03,0.61,86.36,65.49,73.0,0,4.29,8.0,10.78,20,2,0
2020-04-01,2262,24,1.06,0.67,87.5,65.49,74.5,0,4.29,9.0,10.78,22,2,0
2020-04-02,2357,32,1.36,0.89,78.13,65.49,74.0,0,3.3,10.92,9.18,29,3,0
2020-04-03,2442,40,1.64,1.11,75,65.49,75.0,0,4.5,11.89,9.54,37,3,0
2020-04-04,2530,47,1.86,1.31,78.72,65.49,74.0,0,4.5600000000000005,11.17,8.8,44,3,0
2020-04-05,2606,55,2.11,1.53,81.82,65.49,74.0,2,4.7,12.37,9.31,50,5,0
2020-04-06,2675,65,2.43,1.81,81.54,65.49,73.5,2,5.36,9.53,12.14,60,5,0
2020-04-07,2748,71,2.58,1.97,83.1,65.49,73.0,2,5.2,11.69,9.49,66,5,0
2020-04-08,2823,78,2.76,2.17,84.62,65.49,73.0,4,5.29,9.8,11.83,73,5,0
2020-04-09,2875,89,3.1,2.47,83.15,65.49,73.5,7,5.42,11.55,9.66,84,5,0
2020-04-10,2920,101,3.46,2.81,83.17,65.49,73.0,9,6.38,12.1,10.19,96,5,0
2020-04-11,2992,113,3.78,3.14,82.3,65.49,73.5,10,6.68,12.19,10.42,108,5,0
2020-04-12,3050,124,4.07,3.44,82.26,65.49,73.0,12,6.85,12.25,10.58,117,5,2
2020-04-13,3177,131,4.12,3.64,80.15,65.49,73.0,13,6.88,12.16,10.87,124,5,2
2020-04-14,3297,149,4.52,4.14,81.88,65.49,72.0,17,6.83,11.91,11.16,142,5,2
2020-04-15,3387,164,4.84,4.56,81.71,65.49,71.0,23,6.78,11.19,12.1,157,5,2
2020-04-16,3467,171,4.93,4.75,81.87,65.49,71.0,39,6.68,11.97,11.43,164,5,2
2020-04-17,3483,186,5.34,5.17,81.18,65.49,71.0,48,6.38,11.77,11.71,179,5,2
2020-04-18,3486,194,5.57,5.39,80.93,65.49,71.0,56,6.45,11.79,11.84,187,5,2
2020-04-19,3487,202,5.79,5.61,80.2,65.49,71.0,65,6.33,11.99,11.74,195,5,2
2020-04-20,3487,206,5.91,5.72,80.58,65.49,71.0,72,6.3,11.68,11.97,199,5,2
