Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos na hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,978,2,0.2,0.06,100,66.54,62.5,3,,4.0,4.5,2,0,0
2020-03-25,1119,3,0.27,0.1,100,66.54,65.0,3,20.0,4.17,10.0,3,0,0
2020-03-26,1232,6,0.49,0.19,83.33,66.54,78.0,3,12.5,11.0,5.78,6,0,0
2020-03-27,1322,9,0.68,0.29,77.78,66.54,84.0,3,12.5,6.25,11.33,8,1,0
2020-03-28,1387,11,0.79,0.35,81.82,66.54,72.0,3,8.33,6.29,10.73,10,1,0
2020-03-29,1448,14,0.97,0.45,85.71,66.54,71.5,3,6.6,11.5,6.47,12,2,0
2020-03-30,1565,17,1.09,0.55,88.24,66.54,71.0,3,6.33,12.41,7.15,15,2,0
2020-03-31,1626,20,1.23,0.65,90,66.54,68.0,4,5.5,7.17,12.47,18,2,0
2020-04-01,1703,22,1.29,0.71,90.91,66.54,71.5,4,6.44,14.13,10.57,20,2,0
2020-04-02,1771,29,1.64,0.94,82.76,66.54,72.0,6,5.92,12.66,11.04,27,2,0
2020-04-03,1842,36,1.95,1.16,77.78,66.54,75.0,8,5.82,13.03,11.13,34,2,0
2020-04-04,1905,43,2.26,1.39,81.4,66.54,74.0,9,5.65,12.73,10.74,41,2,0
2020-04-05,1936,50,2.58,1.61,84,66.54,73.5,15,5.52,10.71,13.1,46,4,0
2020-04-06,1991,59,2.96,1.9,83.05,66.54,73.0,19,5.57,12.53,10.68,55,4,0
2020-04-07,2043,65,3.18,2.1,84.62,66.54,73.0,21,5.41,10.63,12.38,61,4,0
2020-04-08,2098,71,3.38,2.29,85.92,66.54,73.0,27,5.87,10.93,12.57,67,4,0
2020-04-09,2122,79,3.72,2.55,83.54,66.54,73.0,32,5.84,10.87,12.38,75,4,0
2020-04-10,2129,87,4.09,2.81,83.91,66.54,72.0,39,5.74,12.13,10.76,83,4,0
2020-04-11,2133,94,4.41,3.03,82.98,66.54,73.0,49,5.61,10.65,11.57,90,4,0
2020-04-12,2133,100,4.69,3.23,83,66.54,73.0,58,5.61,11.6,10.85,96,4,0
2020-04-13,2137,105,4.91,3.39,80.95,66.54,72.0,65,5.53,11.65,11.06,101,4,0
2020-04-14,2146,111,5.17,3.58,81.98,66.54,72.0,71,5.54,11.43,11.19,107,4,0
2020-04-15,2146,111,5.17,3.58,81.98,66.54,72.0,71,5.54,11.19,11.43,107,4,0
