Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos na hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,1188,2,0.17,0.06,100,64.95,62.5,3,,,36.0,2,0,0
2020-03-25,1377,4,0.29,0.11,100,64.95,62.0,3,5.0,-9.0,12.5,4,0,0
2020-03-26,1545,7,0.45,0.2,85.71,64.95,83.0,3,5.0,-9.0,12.5,7,0,0
2020-03-27,1676,10,0.6,0.29,80,64.95,83.5,3,5.0,-1.5,8.33,9,1,0
2020-03-28,1769,12,0.68,0.34,83.33,64.95,77.5,3,5.0,-1.5,8.33,11,1,0
2020-03-29,1859,16,0.86,0.46,81.25,64.95,73.0,3,5.25,7.67,8.6,14,2,0
2020-03-30,1968,19,0.97,0.54,84.21,64.95,74.0,3,5.25,9.0,10.83,17,2,0
2020-03-31,2060,22,1.07,0.63,86.36,64.95,73.0,3,4.29,10.78,8.0,20,2,0
2020-04-01,2175,24,1.1,0.69,87.5,64.95,74.5,3,4.29,9.0,10.78,22,2,0
2020-04-02,2258,32,1.42,0.91,78.13,64.95,74.0,3,3.3,9.18,10.92,29,3,0
2020-04-03,2332,40,1.72,1.14,75,64.95,75.0,3,4.5,11.89,9.54,37,3,0
2020-04-04,2408,47,1.95,1.34,78.72,64.95,74.0,3,4.5600000000000005,8.8,11.17,44,3,0
2020-04-05,2468,55,2.23,1.57,81.82,64.95,74.0,5,4.7,12.37,9.31,50,5,0
2020-04-06,2524,65,2.58,1.86,81.54,64.95,73.5,7,5.36,9.53,12.14,60,5,0
2020-04-07,2579,71,2.75,2.03,83.1,64.95,73.0,8,5.2,9.49,11.69,66,5,0
2020-04-08,2641,77,2.92,2.2,84.42,64.95,73.0,11,5.29,9.85,11.7,72,5,0
2020-04-09,2684,87,3.24,2.49,82.76,64.95,73.0,14,5.42,9.66,11.44,82,5,0
2020-04-10,2724,98,3.6,2.8,82.65,64.95,72.0,17,6.43,10.35,12.07,93,5,0
2020-04-11,2782,108,3.88,3.09,82.41,64.95,73.0,21,6.57,10.45,11.93,103,5,0
2020-04-12,2831,118,4.17,3.37,82.2,64.95,73.0,24,6.85,10.67,12.01,111,5,2
2020-04-13,2911,125,4.29,3.57,80,64.95,72.0,30,6.88,10.95,11.94,118,5,2
2020-04-14,3017,143,4.74,4.09,81.82,64.95,71.0,40,6.84,11.7,11.23,136,5,2
2020-04-15,3073,156,5.08,4.46,82.05,64.95,70.5,53,6.79,11.25,11.9,149,5,2
2020-04-16,3094,163,5.27,4.66,81.6,64.95,71.0,72,6.68,11.78,11.56,156,5,2
2020-04-17,3108,177,5.69,5.06,80.79,64.95,70.0,81,6.43,11.59,11.86,170,5,2
2020-04-18,3108,181,5.82,5.17,80.66,64.95,70.0,86,6.39,11.56,11.89,174,5,2
2020-04-19,3108,181,5.82,5.17,80.66,64.95,70.0,86,6.39,11.56,11.89,174,5,2
