Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos no hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,1407,4,0.28,0.08,100,68.89,76.0,0,,11.0,36.0,0,0,0
2020-03-25,1596,6,0.38,0.12,100,68.89,75.5,0,,11.0,20.0,0,0,0
2020-03-26,1770,9,0.51,0.18,88.89,68.89,83.0,0,,11.0,20.0,0,0,0
2020-03-27,1911,12,0.63,0.24,83.33,68.89,83.5,0,6.0,11.75,9.67,0,0,0
2020-03-28,2018,14,0.69,0.29,85.71,68.89,77.5,0,6.0,9.67,11.75,0,0,0
2020-03-29,2115,18,0.85,0.37,83.33,68.89,73.0,0,4.5,11.83,9.13,0,0,0
2020-03-30,2253,22,0.98,0.45,81.82,68.89,75.5,0,4.5,13.0,9.55,0,0,0
2020-03-31,2374,25,1.05,0.51,84,68.89,74.0,0,4.5,8.64,12.22,0,0,0
2020-04-01,2576,27,1.05,0.55,85.19,68.89,75.0,0,4.5,12.22,9.4,0,0,0
2020-04-02,2717,36,1.32,0.73,75,68.89,74.5,0,3.38,9.18,12.46,0,0,0
2020-04-03,2843,45,1.58,0.92,71.11,68.89,75.0,0,4.85,9.47,12.79,0,0,0
2020-04-04,2997,52,1.74,1.06,75,68.89,74.0,0,5.0,8.86,12.17,0,0,0
2020-04-05,3148,60,1.91,1.22,78.33,68.89,74.0,2,5.16,13.34,9.33,0,0,0
2020-04-06,3337,72,2.16,1.47,79.17,68.89,74.0,2,5.65,13.26,9.38,0,0,0
2020-04-07,3546,79,2.23,1.61,81.01,68.89,73.0,2,5.72,12.68,9.25,0,0,0
2020-04-08,3782,87,2.3,1.78,82.76,68.89,73.0,2,5.8100000000000005,12.68,9.34,0,0,0
2020-04-09,4031,99,2.46,2.02,80.81,68.89,74.0,4,5.83,12.6,9.16,0,0,0
2020-04-10,4368,111,2.54,2.27,81.08,68.89,74.0,4,6.97,9.77,13.25,0,0,0
2020-04-11,4679,124,2.65,2.53,80.65,68.89,74.0,5,7.29,10.08,13.26,0,0,0
2020-04-12,4993,138,2.76,2.82,80.43,68.89,74.0,5,7.64,13.36,10.18,0,0,0
2020-04-13,5375,145,2.7,2.96,78.62,68.89,73.0,5,7.52,10.4,13.19,0,0,0
2020-04-14,5706,165,2.89,3.37,80,68.89,73.0,5,7.53,12.73,10.88,0,0,0
2020-04-15,6043,183,3.03,3.73,80.33,68.89,71.0,7,7.3,10.74,12.45,0,0,0
2020-04-16,6340,199,3.14,4.06,80.9,68.89,71.0,9,7.08,10.86,12.5,0,0,0
2020-04-17,6640,222,3.34,4.53,80.63,68.89,72.0,11,6.82,11.04,12.33,0,0,0
2020-04-18,6875,238,3.46,4.86,80.67,68.89,72.0,17,6.93,12.36,11.05,0,0,0
2020-04-19,7101,261,3.68,5.33,80.08,68.89,72.0,25,6.84,12.16,11.06,0,0,0
2020-04-20,7419,291,3.92,5.94,80.07,68.89,72.0,28,6.48,12.12,11.36,0,0,0
2020-04-21,7590,316,4.16,6.45,78.16,68.89,72.0,32,6.61,12.08,11.49,0,0,0
2020-04-22,7770,338,4.35,6.9,78.11,68.89,72.0,37,6.6,11.87,11.32,0,0,0
2020-04-23,7890,359,4.55,7.33,77.99,68.89,72.0,39,6.97,11.39,12.02,0,0,0
2020-04-24,8018,398,4.96,8.12,77.39,68.89,72.0,46,6.91,11.41,11.76,0,0,0
2020-04-25,8101,430,5.31,8.78,76.28,68.89,72.0,53,6.99,11.78,11.44,0,0,0
2020-04-26,8168,479,5.86,9.78,75.57,68.89,72.0,56,6.77,11.63,11.31,0,0,0
2020-04-27,8209,508,6.19,10.37,75.39,68.89,72.0,68,6.77,11.63,11.32,0,0,0
2020-04-28,8246,537,6.51,10.96,75.98,68.89,72.0,80,6.69,11.37,11.43,0,0,0
2020-04-29,8285,570,6.88,11.63,75.44,68.89,72.0,113,6.62,11.4,11.34,0,0,0
2020-04-30,8308,610,7.34,12.45,74.59,68.89,72.0,138,6.68,11.34,11.47,0,0,0
2020-05-01,8335,636,7.63,12.98,73.74,68.89,72.0,150,6.69,11.25,11.53,0,0,0
2020-05-02,8336,641,7.69,13.08,73.48,68.89,72.0,155,6.73,11.57,11.25,0,0,0
2020-05-03,8336,641,7.69,13.08,73.48,68.89,72.0,155,6.73,11.25,11.57,0,0,0
