Data,Casos confirmados,Total obitos,Letalidade (%),Media Obitos por Dia,Comorbidade (%),Idade media obito,Idade mediana obito,Obitos suspeitos,Dias entre inicio sintomas ate internacao,Dias entre inicio sintomas ate resultado do exame,Dias entre inicio sintomas ate obito,Obitos na hospital,Obitos na residencia,Obitos sem informacao local
2020-03-24,956,2,0.21,0.07,100,66.72,62.5,2,,4.0,4.5,2,0,0
2020-03-25,1095,3,0.27,0.1,100,66.72,65.0,2,20.0,4.2,5.5,3,0,0
2020-03-26,1199,6,0.5,0.2,83.33,66.72,78.0,2,12.5,8.43,6.0,6,0,0
2020-03-27,1287,9,0.7,0.3,77.78,66.72,84.0,2,12.5,6.45,9.33,8,1,0
2020-03-28,1348,11,0.82,0.37,81.82,66.72,72.0,2,8.33,9.09,6.46,10,1,0
2020-03-29,1407,14,1,0.47,85.71,66.72,71.5,2,6.6,6.63,10.21,12,2,0
2020-03-30,1518,17,1.12,0.57,88.24,66.72,71.0,2,6.33,7.32,11.35,15,2,0
2020-03-31,1577,20,1.27,0.67,90,66.72,68.0,3,5.5,11.53,7.32,18,2,0
2020-04-01,1648,22,1.33,0.73,90.91,66.72,71.5,3,6.44,9.96,12.95,20,2,0
2020-04-02,1711,29,1.69,0.97,82.76,66.72,72.0,5,5.92,11.93,10.64,27,2,0
2020-04-03,1774,36,2.03,1.2,77.78,66.72,75.0,7,5.82,10.8,12.47,34,2,0
2020-04-04,1821,43,2.36,1.43,81.4,66.72,74.0,8,5.65,12.22,10.39,41,2,0
2020-04-05,1847,50,2.71,1.67,84,66.72,73.5,14,5.52,10.4,12.67,46,4,0
2020-04-06,1895,59,3.11,1.97,83.05,66.72,73.0,18,5.57,10.4,12.12,55,4,0
2020-04-07,1939,65,3.35,2.17,84.62,66.72,73.0,20,5.41,11.98,10.37,61,4,0
2020-04-08,1982,71,3.58,2.37,85.92,66.72,73.0,26,5.87,10.7,12.21,67,4,0
2020-04-09,1996,79,3.96,2.63,83.54,66.72,73.0,30,5.84,10.67,12.03,75,4,0
2020-04-10,2002,87,4.35,2.9,83.91,66.72,72.0,37,5.74,11.85,10.78,83,4,0
2020-04-11,2003,94,4.69,3.13,82.98,66.72,73.0,46,5.61,11.44,10.66,90,4,0
2020-04-12,2003,100,4.99,3.33,83,66.72,73.0,54,5.61,10.81,11.48,96,4,0
2020-04-13,2005,104,5.19,3.47,80.77,66.72,72.0,60,5.53,11.04,11.58,100,4,0
2020-04-14,2005,107,5.34,3.57,81.31,66.72,72.0,63,5.51,11.16,11.51,103,4,0
