Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1597,104,3,0,6,1,1,0,18,0.0,CE
2020-02-16,1597,105,4,0,6,1,1,0,18,0.0,CE
2020-02-17,1597,105,4,0,7,2,1,0,20,0.0,CE
2020-02-18,1597,105,4,0,7,3,1,0,21,0.0,CE
2020-02-19,1597,105,4,0,8,3,1,0,22,0.0,CE
2020-02-20,1597,105,4,0,8,3,1,0,25,0.0,CE
2020-02-21,1597,105,4,0,8,3,1,0,25,0.0,CE
2020-02-22,1597,105,4,0,8,4,1,0,26,0.0,CE
2020-02-23,1597,105,4,0,11,4,1,0,31,0.0,CE
2020-02-24,1597,105,4,0,11,4,1,0,34,0.0,CE
2020-02-25,1597,106,4,0,12,4,1,0,39,0.0,CE
2020-02-26,1597,106,4,0,12,4,1,0,40,0.0,CE
2020-02-27,1597,111,4,0,12,5,2,0,43,0.0,CE
2020-02-28,1597,116,5,0,13,5,2,0,48,0.0,CE
2020-02-29,1597,120,9,0,13,5,2,0,51,0.0,CE
2020-03-01,1597,126,10,0,18,7,2,0,58,0.0,CE
2020-03-02,1605,132,12,0,21,7,2,0,64,0.0,CE
2020-03-03,1605,139,12,0,26,9,3,0,68,0.0,CE
2020-03-04,1608,146,14,0,31,11,3,0,92,0.0,CE
2020-03-05,1610,151,16,0,34,12,3,0,107,0.0,CE
2020-03-06,1612,163,19,0,36,12,3,0,113,0.0,CE
2020-03-07,1618,168,22,0,45,14,4,0,126,0.0,CE
2020-03-08,1619,170,28,2,48,14,4,0,139,0.0,CE
2020-03-09,1627,176,29,2,65,15,4,0,149,0.0,CE
2020-03-10,1628,190,32,2,72,16,4,0,167,0.0,CE
2020-03-11,1650,200,36,3,94,18,4,0,182,0.0,CE
2020-03-12,1670,219,41,7,127,25,4,0,196,0.0,CE
2020-03-13,1698,254,49,8,166,39,6,0,224,0.0,CE
2020-03-14,1744,277,57,11,234,62,7,0,249,0.0,CE
2020-03-15,1779,290,73,13,312,78,8,0,284,0.0,CE
2020-03-16,1921,369,93,15,502,122,11,0,340,0.0,CE
2020-03-17,2127,426,114,19,707,176,12,0,402,0.0,CE
2020-03-18,2528,583,150,27,1147,266,16,0,462,0.0,CE
2020-03-19,2912,694,201,30,1524,341,17,0,528,0.0,CE
2020-03-20,3463,920,299,32,1982,498,25,0,677,0.0,CE
2020-03-21,3975,1152,390,37,2448,639,28,0,813,0.0,CE
2020-03-22,4467,1390,500,40,2882,763,32,0,943,0.0,CE
2020-03-23,5074,1808,630,44,3467,930,39,0,1141,0.0,CE
2020-03-24,5671,2134,746,48,4018,1124,42,2,1312,0.178,CE
2020-03-25,6173,2359,890,54,4514,1298,47,3,1473,0.231,CE
2020-03-26,6691,2569,1021,58,4931,1452,52,6,1666,0.413,CE
2020-03-27,7082,2961,1160,63,5161,1573,55,9,1879,0.572,CE
2020-03-28,7345,3159,1289,64,5315,1646,56,11,2065,0.668,CE
2020-03-29,7615,3338,1400,65,5440,1712,57,15,2274,0.876,CE
2020-03-30,8008,3852,1554,67,5604,1794,60,18,2515,1.003,CE
2020-03-31,8386,4342,1668,69,5728,1865,62,21,2694,1.126,CE
2020-04-01,8696,4761,1841,70,5880,1947,63,23,2946,1.181,CE
2020-04-02,8956,5288,1964,73,5975,2016,69,31,3148,1.538,CE
2020-04-03,9274,5785,2083,74,6074,2075,69,39,3359,1.88,CE
2020-04-04,9526,6026,2215,77,6147,2128,71,46,3516,2.162,CE
2020-04-05,9715,6256,2354,78,6212,2161,72,53,3673,2.453,CE
2020-04-06,10122,6808,2503,79,6286,2200,74,62,3879,2.818,CE
2020-04-07,10520,7328,2637,82,6374,2240,75,68,4044,3.036,CE
2020-04-08,10986,7928,2750,84,6442,2287,75,74,4135,3.236,CE
2020-04-09,11319,8438,2878,84,6467,2300,75,83,4179,3.609,CE
2020-04-10,11633,8771,2967,86,6499,2313,75,93,4196,4.021,CE
2020-04-11,12020,8970,3130,86,6525,2341,75,102,4201,4.357,CE
2020-04-12,12270,9188,3296,86,6534,2359,75,111,4206,4.705,CE
2020-04-13,12732,9574,3592,86,6553,2390,75,116,4212,4.854,CE
2020-04-14,13183,9963,3897,86,6596,2409,75,130,4214,5.396,CE
2020-04-15,13717,10424,4331,86,6626,2412,75,133,4214,5.514,CE
2020-04-16,13998,10625,4541,86,6627,2412,75,135,4214,5.597,CE
