Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,207,476,0,0,4,0,0,0,21,,CE
2020-02-16,207,476,0,0,4,0,0,0,21,,CE
2020-02-17,207,476,1,0,4,0,0,0,23,,CE
2020-02-18,207,476,1,0,4,1,1,0,24,0.0,CE
2020-02-19,207,476,1,0,5,1,1,0,25,0.0,CE
2020-02-20,207,476,1,0,6,1,1,0,28,0.0,CE
2020-02-21,207,476,1,0,6,1,1,0,28,0.0,CE
2020-02-22,207,476,1,0,6,1,1,0,30,0.0,CE
2020-02-23,207,477,2,0,8,1,1,0,35,0.0,CE
2020-02-24,207,477,2,0,8,1,1,0,39,0.0,CE
2020-02-25,207,478,2,0,8,1,1,0,45,0.0,CE
2020-02-26,207,479,2,0,8,1,1,0,46,0.0,CE
2020-02-27,207,486,2,0,10,1,1,0,51,0.0,CE
2020-02-28,207,493,2,0,11,1,1,0,58,0.0,CE
2020-02-29,207,495,2,0,11,1,1,0,63,0.0,CE
2020-03-01,209,501,2,0,14,1,1,0,71,0.0,CE
2020-03-02,213,509,2,0,14,1,1,0,79,0.0,CE
2020-03-03,213,516,2,0,17,1,1,0,84,0.0,CE
2020-03-04,216,523,2,0,23,1,1,0,110,0.0,CE
2020-03-05,218,527,3,0,24,1,1,0,126,0.0,CE
2020-03-06,220,539,5,0,25,2,1,0,133,0.0,CE
2020-03-07,226,544,7,0,31,2,1,0,149,0.0,CE
2020-03-08,228,547,11,0,34,2,1,0,166,0.0,CE
2020-03-09,237,553,11,0,46,3,1,0,178,0.0,CE
2020-03-10,238,567,11,0,50,4,1,0,201,0.0,CE
2020-03-11,261,576,11,0,69,7,1,0,220,0.0,CE
2020-03-12,283,592,13,0,79,9,1,0,240,0.0,CE
2020-03-13,316,625,13,0,94,17,4,0,272,0.0,CE
2020-03-14,385,646,13,0,124,27,5,0,304,0.0,CE
2020-03-15,447,660,21,0,153,33,5,0,360,0.0,CE
2020-03-16,653,744,26,0,226,46,6,0,431,0.0,CE
2020-03-17,871,808,30,0,306,77,8,0,518,0.0,CE
2020-03-18,1295,1011,35,1,398,96,9,0,607,0.0,CE
2020-03-19,1716,1157,37,1,547,143,13,0,714,0.0,CE
2020-03-20,2281,1413,46,1,752,215,19,0,966,0.0,CE
2020-03-21,2824,1694,53,1,873,266,22,0,1179,0.0,CE
2020-03-22,3335,1979,70,1,1003,328,22,0,1373,0.0,CE
2020-03-23,3903,2483,81,1,1092,380,25,0,1674,0.0,CE
2020-03-24,4326,2986,89,1,1250,449,27,2,1957,0.445,CE
2020-03-25,4705,3338,103,2,1444,518,30,3,2249,0.579,CE
2020-03-26,5022,3622,121,2,1823,606,33,5,2576,0.825,CE
2020-03-27,5279,4110,139,3,1956,671,33,8,2931,1.192,CE
2020-03-28,5486,4345,165,3,2071,709,34,10,3250,1.41,CE
2020-03-29,5647,4559,190,3,2260,763,34,13,3568,1.704,CE
2020-03-30,5953,5109,218,3,2431,799,35,16,3933,2.003,CE
2020-03-31,6136,5638,242,4,2560,851,38,18,4217,2.115,CE
2020-04-01,6362,6139,286,4,2704,918,40,20,4646,2.179,CE
2020-04-02,6555,6734,307,4,3145,1040,44,27,4958,2.596,CE
2020-04-03,6782,7269,332,4,3295,1134,45,34,5283,2.998,CE
2020-04-04,6943,7494,353,4,3446,1216,47,41,5573,3.372,CE
2020-04-05,7036,7736,381,4,3634,1341,48,46,5858,3.43,CE
2020-04-06,7259,8324,404,7,3824,1405,52,55,6172,3.915,CE
2020-04-07,7510,8926,427,7,4060,1504,52,61,6427,4.056,CE
2020-04-08,7655,9620,445,9,4154,1552,54,67,6579,4.317,CE
2020-04-09,7763,10173,461,9,4323,1616,55,72,6648,4.455,CE
2020-04-10,7783,10520,466,9,4585,1666,57,80,6667,4.802,CE
2020-04-11,7841,10553,468,9,4725,1719,59,84,6669,4.887,CE
2020-04-12,7855,10560,468,9,4834,1746,59,85,6669,4.868,CE
2020-04-13,7858,10560,468,9,4838,1748,59,85,6669,4.863,CE
