Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1611,60,3,0,3,0,0,0,19,,CE
2020-02-16,1611,60,3,0,3,0,0,0,19,,CE
2020-02-17,1611,60,4,0,3,0,0,0,21,,CE
2020-02-18,1611,60,4,0,3,1,1,0,22,0.0,CE
2020-02-19,1611,60,4,0,4,1,1,0,23,0.0,CE
2020-02-20,1611,60,4,0,5,1,1,0,26,0.0,CE
2020-02-21,1611,60,4,0,5,1,1,0,26,0.0,CE
2020-02-22,1611,60,5,0,5,1,1,0,27,0.0,CE
2020-02-23,1611,61,7,0,7,1,1,0,32,0.0,CE
2020-02-24,1611,61,7,0,7,1,1,0,36,0.0,CE
2020-02-25,1611,62,7,0,8,1,1,0,42,0.0,CE
2020-02-26,1611,63,7,0,8,1,1,0,43,0.0,CE
2020-02-27,1611,70,7,1,9,1,1,0,48,0.0,CE
2020-02-28,1611,77,9,1,10,1,1,0,53,0.0,CE
2020-02-29,1611,79,13,1,10,1,1,0,56,0.0,CE
2020-03-01,1611,87,16,1,14,1,1,0,63,0.0,CE
2020-03-02,1619,95,16,1,15,1,1,0,71,0.0,CE
2020-03-03,1619,102,17,1,18,1,1,0,75,0.0,CE
2020-03-04,1622,110,20,1,24,1,1,0,99,0.0,CE
2020-03-05,1624,114,21,1,27,1,1,0,114,0.0,CE
2020-03-06,1626,126,23,1,28,2,1,0,121,0.0,CE
2020-03-07,1632,131,28,1,35,3,2,0,134,0.0,CE
2020-03-08,1633,134,34,1,38,3,2,0,149,0.0,CE
2020-03-09,1642,141,37,1,55,3,2,0,158,0.0,CE
2020-03-10,1643,155,41,1,60,4,2,0,178,0.0,CE
2020-03-11,1665,165,45,2,83,8,2,0,194,0.0,CE
2020-03-12,1685,185,52,5,113,11,2,0,210,0.0,CE
2020-03-13,1714,220,58,6,157,27,7,0,241,0.0,CE
2020-03-14,1760,241,65,8,228,46,7,0,269,0.0,CE
2020-03-15,1795,254,88,10,300,63,7,0,309,0.0,CE
2020-03-16,1936,337,109,12,501,105,9,0,368,0.0,CE
2020-03-17,2139,404,130,16,695,151,9,0,440,0.0,CE
2020-03-18,2538,602,169,25,1109,231,12,0,508,0.0,CE
2020-03-19,2918,748,235,27,1467,295,15,0,586,0.0,CE
2020-03-20,3468,1014,353,30,1886,436,21,0,757,0.0,CE
2020-03-21,3971,1293,459,35,2312,563,25,0,912,0.0,CE
2020-03-22,4459,1573,582,40,2697,676,27,0,1055,0.0,CE
2020-03-23,5055,2054,730,45,3186,811,37,0,1280,0.0,CE
2020-03-24,5646,2511,965,49,3609,952,39,2,1474,0.21,CE
2020-03-25,6148,2834,1157,54,4012,1091,43,3,1666,0.275,CE
2020-03-26,6657,3180,1433,57,4284,1192,47,6,1891,0.503,CE
2020-03-27,7040,3755,1667,59,4402,1279,47,9,2138,0.704,CE
2020-03-28,7292,4052,1868,60,4489,1339,47,11,2357,0.822,CE
2020-03-29,7556,4294,2008,61,4586,1398,47,14,2583,1.001,CE
2020-03-30,7946,4916,2195,65,4739,1508,48,17,2849,1.127,CE
2020-03-31,8320,5491,2343,68,4840,1566,51,20,3054,1.277,CE
2020-04-01,8624,6020,2569,69,4951,1635,51,22,3343,1.346,CE
2020-04-02,8879,6634,2715,70,5029,1695,52,29,3569,1.711,CE
2020-04-03,9196,7190,2856,70,5126,1757,54,36,3802,2.049,CE
2020-04-04,9439,7461,3036,71,5176,1797,56,43,3986,2.393,CE
2020-04-05,9625,7720,3178,72,5215,1821,57,49,4165,2.691,CE
2020-04-06,10022,8347,3359,72,5284,1869,59,58,4391,3.103,CE
2020-04-07,10412,8998,3518,74,5389,1912,59,64,4573,3.347,CE
2020-04-08,10860,9752,3663,75,5434,1952,59,70,4677,3.586,CE
2020-04-09,11168,10341,3788,75,5473,1966,59,78,4717,3.967,CE
2020-04-10,11462,10744,3878,75,5478,1972,59,85,4728,4.31,CE
2020-04-11,11822,11004,4067,75,5488,1973,59,92,4730,4.663,CE
2020-04-12,12059,11255,4262,75,5489,1973,59,98,4730,4.967,CE
2020-04-13,12438,11593,4576,75,5494,1975,59,102,4730,5.165,CE
2020-04-14,12465,11605,4587,75,5496,1975,59,103,4730,5.215,CE
