Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1652,56,1,0,8,3,2,0,18,0.0,CE
2020-02-16,1652,57,2,0,8,3,2,0,18,0.0,CE
2020-02-17,1652,57,2,0,9,4,2,0,20,0.0,CE
2020-02-18,1652,57,2,0,9,5,2,0,21,0.0,CE
2020-02-19,1652,57,2,0,10,5,2,0,22,0.0,CE
2020-02-20,1652,57,2,0,10,5,2,0,25,0.0,CE
2020-02-21,1652,57,2,0,10,5,2,0,25,0.0,CE
2020-02-22,1652,57,2,0,10,6,2,0,26,0.0,CE
2020-02-23,1652,57,2,0,13,6,2,0,31,0.0,CE
2020-02-24,1652,57,2,0,13,6,2,0,34,0.0,CE
2020-02-25,1652,58,2,0,14,6,2,0,39,0.0,CE
2020-02-26,1652,58,2,0,14,6,2,0,40,0.0,CE
2020-02-27,1652,63,2,0,14,7,3,0,43,0.0,CE
2020-02-28,1652,68,3,0,15,7,3,0,48,0.0,CE
2020-02-29,1652,72,5,0,17,7,3,0,51,0.0,CE
2020-03-01,1652,78,5,0,23,9,3,0,58,0.0,CE
2020-03-02,1660,85,7,0,28,9,3,0,64,0.0,CE
2020-03-03,1660,92,7,0,33,11,4,0,68,0.0,CE
2020-03-04,1663,98,8,0,39,13,4,0,92,0.0,CE
2020-03-05,1665,102,9,0,42,14,4,0,107,0.0,CE
2020-03-06,1667,114,11,0,45,14,4,0,113,0.0,CE
2020-03-07,1673,119,12,0,56,16,5,0,126,0.0,CE
2020-03-08,1674,121,15,2,60,18,5,0,139,0.0,CE
2020-03-09,1682,127,15,2,78,19,5,0,149,0.0,CE
2020-03-10,1683,141,19,2,85,20,5,0,166,0.0,CE
2020-03-11,1705,151,21,3,108,23,5,0,181,0.0,CE
2020-03-12,1727,170,26,7,143,31,5,0,195,0.0,CE
2020-03-13,1756,205,30,8,186,45,7,0,223,0.0,CE
2020-03-14,1803,228,35,11,256,70,9,0,248,0.0,CE
2020-03-15,1838,241,41,13,342,88,11,0,283,0.0,CE
2020-03-16,1980,319,53,15,537,137,15,0,338,0.0,CE
2020-03-17,2187,373,68,19,747,193,15,0,399,0.0,CE
2020-03-18,2589,523,97,27,1195,286,18,0,458,0.0,CE
2020-03-19,2972,631,130,30,1586,365,19,0,523,0.0,CE
2020-03-20,3523,854,186,34,2071,536,27,0,668,0.0,CE
2020-03-21,4030,1082,246,41,2555,685,30,0,803,0.0,CE
2020-03-22,4519,1314,314,45,3015,822,34,0,933,0.0,CE
2020-03-23,5125,1725,403,53,3632,1002,41,0,1126,0.0,CE
2020-03-24,5723,2043,476,57,4224,1210,46,2,1290,0.165,CE
2020-03-25,6223,2259,551,64,4767,1402,51,4,1451,0.285,CE
2020-03-26,6745,2464,627,68,5227,1578,59,7,1642,0.444,CE
2020-03-27,7137,2820,703,76,5501,1719,65,10,1854,0.582,CE
2020-03-28,7401,2986,758,79,5706,1817,65,12,2039,0.66,CE
2020-03-29,7678,3116,803,80,5879,1909,67,16,2245,0.838,CE
2020-03-30,8080,3442,857,84,6115,2027,72,19,2480,0.937,CE
2020-03-31,8471,3785,906,88,6288,2129,75,22,2659,1.033,CE
2020-04-01,8789,4150,991,91,6496,2262,78,24,2903,1.061,CE
2020-04-02,9054,4607,1059,98,6626,2357,85,32,3102,1.358,CE
2020-04-03,9381,5037,1128,102,6759,2442,86,40,3306,1.638,CE
2020-04-04,9638,5208,1197,114,6860,2530,89,47,3459,1.858,CE
2020-04-05,9834,5370,1273,121,6957,2606,91,55,3608,2.111,CE
2020-04-06,10248,5795,1367,124,7072,2675,94,65,3804,2.43,CE
2020-04-07,10653,6234,1443,128,7192,2748,95,71,3968,2.584,CE
2020-04-08,11125,6714,1522,131,7281,2823,96,78,4051,2.763,CE
2020-04-09,11567,7163,1616,132,7408,2875,96,89,4090,3.096,CE
2020-04-10,11920,7452,1680,134,7487,2920,96,101,4106,3.459,CE
2020-04-11,12326,7598,1811,134,7547,2992,96,113,4111,3.777,CE
2020-04-12,12579,7738,1931,134,7592,3050,97,124,4116,4.066,CE
2020-04-13,13048,7998,2148,136,7679,3177,99,131,4124,4.123,CE
2020-04-14,13509,8227,2346,138,7798,3297,99,149,4125,4.519,CE
2020-04-15,14071,8534,2636,139,7912,3387,100,164,4128,4.842,CE
2020-04-16,14694,8869,2948,141,7969,3467,100,171,4128,4.932,CE
2020-04-17,15299,9300,3356,141,8037,3483,100,186,4129,5.34,CE
2020-04-18,15725,9643,3676,141,8039,3486,100,194,4129,5.565,CE
2020-04-19,15922,9854,3875,141,8041,3487,100,202,4129,5.793,CE
2020-04-20,15967,9886,3895,141,8041,3487,100,206,4129,5.908,CE
