Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1623,60,1,0,7,2,2,0,18,0.0,CE
2020-02-16,1623,61,2,0,7,2,2,0,18,0.0,CE
2020-02-17,1623,61,2,0,8,3,2,0,20,0.0,CE
2020-02-18,1623,61,2,0,8,4,2,0,21,0.0,CE
2020-02-19,1623,61,2,0,9,4,2,0,22,0.0,CE
2020-02-20,1623,61,2,0,9,4,2,0,25,0.0,CE
2020-02-21,1623,61,2,0,9,4,2,0,25,0.0,CE
2020-02-22,1623,61,2,0,9,5,2,0,26,0.0,CE
2020-02-23,1623,61,2,0,12,5,2,0,31,0.0,CE
2020-02-24,1623,61,2,0,12,5,2,0,34,0.0,CE
2020-02-25,1623,62,2,0,13,5,2,0,39,0.0,CE
2020-02-26,1623,62,2,0,13,5,2,0,40,0.0,CE
2020-02-27,1623,67,2,0,13,6,3,0,43,0.0,CE
2020-02-28,1623,72,3,0,14,6,3,0,48,0.0,CE
2020-02-29,1623,76,5,0,16,6,3,0,51,0.0,CE
2020-03-01,1623,82,5,0,22,8,3,0,58,0.0,CE
2020-03-02,1631,89,8,0,25,8,3,0,64,0.0,CE
2020-03-03,1631,96,8,0,30,10,4,0,68,0.0,CE
2020-03-04,1634,102,9,0,36,12,4,0,92,0.0,CE
2020-03-05,1636,106,10,0,39,13,4,0,107,0.0,CE
2020-03-06,1638,118,12,0,42,13,4,0,113,0.0,CE
2020-03-07,1644,123,14,0,52,15,5,0,126,0.0,CE
2020-03-08,1645,125,19,2,55,16,5,0,139,0.0,CE
2020-03-09,1653,131,19,2,73,17,5,0,149,0.0,CE
2020-03-10,1654,145,23,2,80,18,5,0,166,0.0,CE
2020-03-11,1676,155,26,3,103,20,5,0,181,0.0,CE
2020-03-12,1698,174,31,7,137,28,5,0,195,0.0,CE
2020-03-13,1726,209,37,8,178,42,7,0,223,0.0,CE
2020-03-14,1773,232,42,11,248,67,9,0,248,0.0,CE
2020-03-15,1808,245,51,13,333,83,9,0,283,0.0,CE
2020-03-16,1950,324,66,15,526,131,12,0,338,0.0,CE
2020-03-17,2157,381,83,19,736,186,13,0,399,0.0,CE
2020-03-18,2558,534,114,27,1181,279,16,0,457,0.0,CE
2020-03-19,2943,645,153,30,1569,356,17,0,522,0.0,CE
2020-03-20,3495,871,218,33,2050,525,25,0,667,0.0,CE
2020-03-21,4006,1102,289,38,2529,673,28,0,802,0.0,CE
2020-03-22,4497,1339,376,41,2977,805,32,0,932,0.0,CE
2020-03-23,5104,1753,476,48,3587,980,39,0,1126,0.0,CE
2020-03-24,5703,2072,557,52,4173,1185,43,2,1290,0.169,CE
2020-03-25,6204,2291,650,58,4705,1374,48,4,1451,0.291,CE
2020-03-26,6724,2495,741,62,5157,1538,54,7,1642,0.455,CE
2020-03-27,7115,2854,840,67,5422,1669,58,10,1855,0.599,CE
2020-03-28,7381,3027,915,69,5619,1758,59,12,2040,0.683,CE
2020-03-29,7657,3159,975,70,5782,1845,61,16,2246,0.867,CE
2020-03-30,8060,3495,1052,72,6007,1951,64,19,2482,0.974,CE
2020-03-31,8456,3862,1134,75,6168,2040,66,22,2660,1.078,CE
2020-04-01,8772,4251,1272,77,6350,2142,67,24,2906,1.12,CE
2020-04-02,9034,4756,1383,80,6455,2220,73,32,3104,1.441,CE
2020-04-03,9359,5230,1481,81,6574,2290,74,40,3309,1.747,CE
2020-04-04,9622,5427,1589,87,6663,2361,77,47,3462,1.991,CE
2020-04-05,9812,5626,1710,88,6736,2414,77,55,3612,2.278,CE
2020-04-06,10220,6140,1839,89,6831,2465,79,65,3808,2.637,CE
2020-04-07,10623,6640,1949,92,6932,2518,81,71,3972,2.82,CE
2020-04-08,11094,7204,2052,95,7012,2578,81,77,4055,2.987,CE
2020-04-09,11535,7689,2158,95,7136,2620,81,87,4093,3.321,CE
2020-04-10,11888,7994,2227,97,7213,2659,81,98,4109,3.686,CE
2020-04-11,12293,8151,2367,97,7266,2715,81,108,4114,3.978,CE
2020-04-12,12545,8303,2499,97,7307,2764,83,118,4119,4.269,CE
2020-04-13,13017,8617,2766,98,7381,2844,85,125,4127,4.395,CE
2020-04-14,13479,8898,2997,99,7476,2950,86,143,4128,4.847,CE
2020-04-15,14039,9299,3359,99,7549,3003,86,156,4129,5.195,CE
2020-04-16,14651,9733,3755,99,7574,3021,86,162,4129,5.362,CE
2020-04-17,15217,10138,4146,99,7630,3034,86,175,4129,5.768,CE
2020-04-18,15408,10240,4244,99,7630,3034,86,176,4129,5.801,CE
