Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1558,57,4,0,6,1,1,0,18,0.0,CE
2020-02-16,1558,58,5,0,6,1,1,0,18,0.0,CE
2020-02-17,1558,58,5,0,7,2,1,0,20,0.0,CE
2020-02-18,1558,58,5,0,7,3,1,0,21,0.0,CE
2020-02-19,1558,58,5,0,8,3,1,0,22,0.0,CE
2020-02-20,1558,58,5,0,8,3,1,0,25,0.0,CE
2020-02-21,1558,58,5,0,8,3,1,0,25,0.0,CE
2020-02-22,1558,58,5,0,8,4,1,0,26,0.0,CE
2020-02-23,1558,58,5,0,11,4,1,0,31,0.0,CE
2020-02-24,1558,58,5,0,11,4,1,0,34,0.0,CE
2020-02-25,1558,59,5,0,12,4,1,0,39,0.0,CE
2020-02-26,1558,59,5,0,12,4,1,0,40,0.0,CE
2020-02-27,1558,64,5,0,12,5,2,0,43,0.0,CE
2020-02-28,1558,69,6,0,13,5,2,0,48,0.0,CE
2020-02-29,1558,73,8,0,15,5,2,0,51,0.0,CE
2020-03-01,1558,79,8,0,21,7,2,0,58,0.0,CE
2020-03-02,1566,85,10,0,24,7,2,0,64,0.0,CE
2020-03-03,1566,92,10,0,29,9,3,0,68,0.0,CE
2020-03-04,1569,99,12,0,34,11,3,0,92,0.0,CE
2020-03-05,1571,104,14,0,37,12,3,0,107,0.0,CE
2020-03-06,1573,116,17,0,39,12,3,0,113,0.0,CE
2020-03-07,1579,121,20,0,48,14,4,0,126,0.0,CE
2020-03-08,1580,123,25,2,51,15,4,0,139,0.0,CE
2020-03-09,1588,129,25,2,69,16,4,0,149,0.0,CE
2020-03-10,1589,143,29,2,76,17,4,0,166,0.0,CE
2020-03-11,1611,153,32,3,99,19,4,0,181,0.0,CE
2020-03-12,1633,172,37,7,133,27,4,0,195,0.0,CE
2020-03-13,1661,207,43,8,174,41,6,0,223,0.0,CE
2020-03-14,1708,230,49,11,244,65,7,0,248,0.0,CE
2020-03-15,1743,243,61,13,326,81,7,0,283,0.0,CE
2020-03-16,1885,322,79,15,517,127,10,0,339,0.0,CE
2020-03-17,2092,379,99,19,723,182,11,0,401,0.0,CE
2020-03-18,2494,534,133,27,1166,274,15,0,461,0.0,CE
2020-03-19,2879,645,176,30,1550,350,16,0,527,0.0,CE
2020-03-20,3431,871,259,32,2019,512,23,0,674,0.0,CE
2020-03-21,3943,1103,342,37,2491,656,26,0,809,0.0,CE
2020-03-22,4435,1341,446,40,2929,782,30,0,939,0.0,CE
2020-03-23,5044,1759,559,44,3531,955,38,0,1136,0.0,CE
2020-03-24,5642,2082,654,48,4106,1152,41,2,1302,0.174,CE
2020-03-25,6144,2303,765,54,4627,1333,46,4,1463,0.3,CE
2020-03-26,6662,2509,872,58,5066,1493,52,7,1655,0.469,CE
2020-03-27,7054,2885,990,63,5316,1619,56,10,1868,0.618,CE
2020-03-28,7319,3065,1091,64,5490,1702,57,12,2054,0.705,CE
2020-03-29,7589,3208,1180,65,5634,1774,59,16,2262,0.902,CE
2020-03-30,7985,3601,1292,67,5834,1864,62,19,2501,1.019,CE
2020-03-31,8365,4030,1394,69,5969,1940,64,22,2679,1.134,CE
2020-04-01,8675,4444,1559,70,6127,2026,65,24,2929,1.185,CE
2020-04-02,8935,4965,1682,73,6224,2098,71,32,3128,1.525,CE
2020-04-03,9255,5461,1799,74,6328,2159,72,40,3334,1.853,CE
2020-04-04,9508,5701,1925,77,6404,2217,75,47,3489,2.12,CE
2020-04-05,9697,5929,2056,78,6473,2263,75,54,3639,2.386,CE
2020-04-06,10104,6478,2195,79,6560,2309,77,63,3836,2.728,CE
2020-04-07,10505,6988,2314,82,6657,2355,78,69,4000,2.93,CE
2020-04-08,10976,7559,2418,84,6731,2412,78,75,4086,3.109,CE
2020-04-09,11346,8055,2533,84,6796,2441,78,84,4125,3.441,CE
2020-04-10,11681,8363,2606,86,6857,2467,78,95,4141,3.851,CE
2020-04-11,12087,8533,2758,86,6901,2515,78,105,4146,4.175,CE
2020-04-12,12341,8707,2901,86,6930,2558,80,115,4150,4.496,CE
2020-04-13,12804,9067,3185,86,6981,2625,81,121,4156,4.61,CE
2020-04-14,13263,9410,3455,86,7039,2673,82,136,4158,5.088,CE
2020-04-15,13813,9876,3869,86,7080,2678,82,140,4158,5.228,CE
2020-04-16,14350,10268,4246,86,7098,2683,82,145,4158,5.404,CE
2020-04-17,14591,10395,4372,86,7098,2684,82,149,4158,5.551,CE
