Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1943,68,1,0,7,5,2,0,38,0.0,CE
2020-02-16,1943,68,2,0,7,6,2,0,39,0.0,CE
2020-02-17,1943,68,3,0,8,6,2,0,42,0.0,CE
2020-02-18,1943,68,3,0,8,7,2,0,43,0.0,CE
2020-02-19,1943,68,3,0,10,7,2,0,45,0.0,CE
2020-02-20,1943,68,3,0,12,7,2,0,50,0.0,CE
2020-02-21,1943,68,4,0,12,7,2,0,53,0.0,CE
2020-02-22,1943,68,5,0,12,8,2,0,55,0.0,CE
2020-02-23,1943,68,5,0,15,9,3,0,63,0.0,CE
2020-02-24,1943,68,5,0,15,9,3,0,67,0.0,CE
2020-02-25,1943,69,7,0,15,9,3,0,75,0.0,CE
2020-02-26,1943,69,7,0,16,9,3,0,78,0.0,CE
2020-02-27,1943,74,7,0,16,9,3,0,81,0.0,CE
2020-02-28,1943,79,8,0,18,9,3,0,88,0.0,CE
2020-02-29,1943,83,10,0,20,9,3,0,93,0.0,CE
2020-03-01,1943,88,11,0,28,11,3,0,102,0.0,CE
2020-03-02,1951,93,12,0,32,12,3,0,113,0.0,CE
2020-03-03,1951,100,12,0,37,14,4,0,120,0.0,CE
2020-03-04,1954,106,14,0,44,15,4,0,146,0.0,CE
2020-03-05,1956,111,17,1,47,15,4,0,169,0.0,CE
2020-03-06,1958,123,19,1,52,15,4,0,181,0.0,CE
2020-03-07,1964,128,21,1,64,18,5,0,195,0.0,CE
2020-03-08,1965,130,24,3,70,22,7,0,213,0.0,CE
2020-03-09,1973,137,25,4,85,23,7,0,234,0.0,CE
2020-03-10,1974,150,29,4,99,25,7,0,271,0.0,CE
2020-03-11,1995,161,32,4,126,29,7,0,291,0.0,CE
2020-03-12,2016,182,38,8,159,39,7,0,322,0.0,CE
2020-03-13,2038,218,42,9,206,54,9,0,369,0.0,CE
2020-03-14,2082,240,48,10,279,80,11,0,422,0.0,CE
2020-03-15,2116,253,59,12,366,97,12,0,498,0.0,CE
2020-03-16,2252,332,77,12,569,144,16,0,593,0.0,CE
2020-03-17,2452,388,93,16,803,208,16,0,705,0.0,CE
2020-03-18,2842,546,117,24,1262,317,20,0,836,0.0,CE
2020-03-19,3215,651,148,26,1654,410,21,0,964,0.0,CE
2020-03-20,3758,877,208,30,2163,587,29,0,1226,0.0,CE
2020-03-21,4248,1126,268,37,2646,750,33,0,1444,0.0,CE
2020-03-22,4725,1384,331,41,3120,889,37,0,1633,0.0,CE
2020-03-23,5298,1866,394,49,3745,1075,43,0,1926,0.0,CE
2020-03-24,5879,2262,441,53,4328,1289,49,2,2159,0.155,CE
2020-03-25,6371,2498,487,59,4816,1471,54,4,2399,0.272,CE
2020-03-26,6870,2807,522,63,5223,1641,61,7,2635,0.427,CE
2020-03-27,7249,3154,557,71,5481,1778,65,10,2915,0.562,CE
2020-03-28,7502,3343,603,76,5675,1875,65,12,3145,0.64,CE
2020-03-29,7763,3505,634,78,5858,1960,67,16,3386,0.816,CE
2020-03-30,8154,3880,674,84,6105,2083,73,19,3708,0.912,CE
2020-03-31,8523,4255,707,89,6278,2192,76,22,3939,1.004,CE
2020-04-01,8827,4635,765,96,6516,2358,79,24,4329,1.018,CE
2020-04-02,9085,5108,796,105,6673,2488,86,33,4604,1.326,CE
2020-04-03,9398,5548,834,113,6826,2601,87,41,4910,1.576,CE
2020-04-04,9645,5734,868,125,6966,2726,92,48,5163,1.761,CE
2020-04-05,9832,5901,912,132,7088,2856,94,56,5463,1.961,CE
2020-04-06,10235,6317,968,138,7255,3005,97,67,5895,2.23,CE
2020-04-07,10627,6752,1033,144,7409,3176,100,74,6263,2.33,CE
2020-04-08,11099,7235,1093,151,7573,3355,104,81,6608,2.414,CE
2020-04-09,11511,7568,1173,157,7801,3529,104,92,6978,2.607,CE
2020-04-10,11846,7788,1294,163,7967,3718,105,104,7486,2.797,CE
2020-04-11,12238,8059,1429,172,8070,3886,105,116,7920,2.985,CE
2020-04-12,12478,8304,1565,175,8155,4046,105,129,8368,3.188,CE
2020-04-13,12940,8812,1749,182,8288,4235,106,136,8894,3.211,CE
2020-04-14,13388,9514,1923,186,8418,4367,107,155,9304,3.549,CE
2020-04-15,13926,10304,2105,188,8529,4490,110,171,9675,3.808,CE
2020-04-16,14542,11273,2282,189,8617,4570,110,183,10021,4.004,CE
2020-04-17,15151,12279,2456,192,8731,4639,111,203,10275,4.376,CE
2020-04-18,15600,12763,2585,195,8766,4668,112,213,10461,4.563,CE
2020-04-19,15910,13286,2683,196,8785,4677,112,231,10582,4.939,CE
2020-04-20,16563,14609,2837,197,8838,4704,112,250,10634,5.315,CE
2020-04-21,16943,15164,2967,197,8853,4716,112,262,10645,5.556,CE
2020-04-22,17514,15695,3330,198,8871,4744,112,269,10647,5.67,CE
2020-04-23,17978,16083,3697,198,8880,4749,112,272,10647,5.728,CE
2020-04-24,17993,16107,3718,198,8880,4749,112,272,10647,5.728,CE
