Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1652,56,1,0,8,3,2,0,18,0.0,CE
2020-02-16,1652,57,2,0,8,3,2,0,18,0.0,CE
2020-02-17,1652,57,2,0,9,4,2,0,20,0.0,CE
2020-02-18,1652,57,2,0,9,5,2,0,21,0.0,CE
2020-02-19,1652,57,2,0,10,5,2,0,22,0.0,CE
2020-02-20,1652,57,2,0,10,5,2,0,25,0.0,CE
2020-02-21,1652,57,2,0,10,5,2,0,25,0.0,CE
2020-02-22,1652,57,2,0,10,6,2,0,26,0.0,CE
2020-02-23,1652,57,2,0,13,6,2,0,31,0.0,CE
2020-02-24,1652,57,2,0,13,6,2,0,34,0.0,CE
2020-02-25,1652,58,2,0,14,6,2,0,39,0.0,CE
2020-02-26,1652,58,2,0,14,6,2,0,40,0.0,CE
2020-02-27,1652,63,2,0,14,7,3,0,43,0.0,CE
2020-02-28,1652,68,3,0,15,7,3,0,48,0.0,CE
2020-02-29,1652,72,5,0,17,7,3,0,51,0.0,CE
2020-03-01,1652,78,5,0,23,9,3,0,58,0.0,CE
2020-03-02,1660,85,7,0,28,9,3,0,64,0.0,CE
2020-03-03,1660,92,7,0,33,11,4,0,68,0.0,CE
2020-03-04,1663,98,8,0,39,13,4,0,92,0.0,CE
2020-03-05,1665,102,9,0,42,14,4,0,107,0.0,CE
2020-03-06,1667,114,11,0,45,14,4,0,113,0.0,CE
2020-03-07,1673,119,12,0,56,16,5,0,126,0.0,CE
2020-03-08,1674,121,15,2,60,18,5,0,139,0.0,CE
2020-03-09,1682,127,15,2,78,19,5,0,149,0.0,CE
2020-03-10,1683,141,19,2,85,20,5,0,166,0.0,CE
2020-03-11,1705,151,21,3,108,23,5,0,181,0.0,CE
2020-03-12,1727,170,26,7,143,31,5,0,195,0.0,CE
2020-03-13,1756,205,30,8,186,45,7,0,223,0.0,CE
2020-03-14,1803,228,35,11,256,70,9,0,248,0.0,CE
2020-03-15,1838,241,41,13,342,88,11,0,283,0.0,CE
2020-03-16,1980,319,53,15,537,137,15,0,338,0.0,CE
2020-03-17,2187,373,68,19,747,193,15,0,399,0.0,CE
2020-03-18,2589,523,97,27,1195,286,18,0,458,0.0,CE
2020-03-19,2972,631,130,30,1586,365,19,0,523,0.0,CE
2020-03-20,3523,854,186,34,2071,536,27,0,668,0.0,CE
2020-03-21,4030,1082,246,41,2555,685,30,0,803,0.0,CE
2020-03-22,4519,1314,314,45,3015,822,34,0,933,0.0,CE
2020-03-23,5125,1725,403,53,3632,1002,41,0,1126,0.0,CE
2020-03-24,5723,2043,476,57,4224,1210,46,2,1290,0.165,CE
2020-03-25,6223,2259,551,64,4767,1402,51,4,1451,0.285,CE
2020-03-26,6745,2464,627,68,5227,1578,59,7,1641,0.444,CE
2020-03-27,7137,2820,703,76,5501,1719,65,10,1853,0.582,CE
2020-03-28,7401,2986,758,79,5706,1817,65,12,2038,0.66,CE
2020-03-29,7678,3116,803,80,5879,1909,67,16,2244,0.838,CE
2020-03-30,8079,3441,857,84,6115,2027,72,19,2479,0.937,CE
2020-03-31,8470,3784,906,88,6288,2127,75,22,2658,1.034,CE
2020-04-01,8788,4149,991,91,6496,2260,78,24,2902,1.062,CE
2020-04-02,9053,4606,1059,98,6626,2355,85,32,3101,1.359,CE
2020-04-03,9380,5036,1128,102,6759,2440,86,40,3305,1.639,CE
2020-04-04,9637,5207,1197,114,6860,2528,89,47,3458,1.859,CE
2020-04-05,9832,5369,1273,121,6957,2604,91,55,3607,2.112,CE
2020-04-06,10246,5794,1367,124,7072,2673,94,65,3803,2.432,CE
2020-04-07,10651,6233,1443,128,7192,2746,95,71,3967,2.586,CE
2020-04-08,11123,6713,1522,131,7281,2821,96,78,4050,2.765,CE
2020-04-09,11565,7162,1616,132,7408,2873,96,89,4089,3.098,CE
2020-04-10,11918,7451,1680,134,7487,2918,96,101,4105,3.461,CE
2020-04-11,12324,7597,1811,134,7547,2990,96,113,4110,3.779,CE
2020-04-12,12577,7737,1931,134,7592,3048,97,124,4115,4.068,CE
2020-04-13,13046,7997,2148,136,7679,3175,99,131,4123,4.126,CE
2020-04-14,13507,8226,2346,138,7798,3295,99,149,4124,4.522,CE
2020-04-15,14069,8533,2636,139,7912,3385,100,164,4127,4.845,CE
2020-04-16,14692,8868,2948,141,7969,3465,100,171,4127,4.935,CE
2020-04-17,15297,9299,3356,141,8037,3481,100,186,4128,5.343,CE
2020-04-18,15723,9642,3676,141,8039,3484,100,194,4128,5.568,CE
2020-04-19,15920,9853,3875,141,8041,3485,100,202,4128,5.796,CE
2020-04-20,15965,9885,3895,141,8041,3485,100,206,4128,5.911,CE
