Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-03-01,1592,87,15,1,14,1,1,0,63,0.0,CE
2020-03-02,1600,95,15,1,15,1,1,0,71,0.0,CE
2020-03-03,1600,102,16,1,18,1,1,0,75,0.0,CE
2020-03-04,1603,110,19,1,24,1,1,0,99,0.0,CE
2020-03-05,1605,114,20,1,27,1,1,0,114,0.0,CE
2020-03-06,1607,126,22,1,28,2,1,0,121,0.0,CE
2020-03-07,1613,131,27,1,35,3,2,0,134,0.0,CE
2020-03-08,1614,134,33,1,38,3,2,0,149,0.0,CE
2020-03-09,1623,141,36,1,55,3,2,0,158,0.0,CE
2020-03-10,1624,155,40,1,60,4,2,0,178,0.0,CE
2020-03-11,1646,165,44,2,83,8,2,0,194,0.0,CE
2020-03-12,1666,185,51,5,113,10,2,0,210,0.0,CE
2020-03-13,1695,220,58,6,155,26,7,0,241,0.0,CE
2020-03-14,1741,241,65,8,226,45,7,0,269,0.0,CE
2020-03-15,1776,254,88,10,298,62,7,0,310,0.0,CE
2020-03-16,1919,338,110,12,500,104,9,0,369,0.0,CE
2020-03-17,2123,407,137,16,690,149,9,0,441,0.0,CE
2020-03-18,2525,608,177,25,1104,229,12,0,510,0.0,CE
2020-03-19,2907,754,246,27,1456,293,15,0,588,0.0,CE
2020-03-20,3459,1027,373,30,1869,432,21,0,759,0.0,CE
2020-03-21,3966,1313,487,35,2288,558,25,0,914,0.0,CE
2020-03-22,4462,1598,616,40,2673,671,27,0,1057,0.0,CE
2020-03-23,5071,2092,780,45,3157,805,37,0,1282,0.0,CE
2020-03-24,5665,2555,1026,49,3569,945,39,3,1479,0.317,CE
2020-03-25,6167,2887,1231,54,3963,1080,43,4,1671,0.37,CE
2020-03-26,6678,3263,1541,57,4206,1176,47,7,1897,0.595,CE
2020-03-27,7064,3871,1784,59,4320,1262,47,10,2144,0.792,CE
2020-03-28,7321,4171,1987,60,4407,1322,47,12,2363,0.908,CE
2020-03-29,7586,4414,2131,61,4500,1380,47,15,2589,1.087,CE
2020-03-30,7973,5042,2320,65,4651,1489,47,18,2859,1.209,CE
2020-03-31,8343,5618,2469,67,4746,1546,50,21,3066,1.358,CE
2020-04-01,8646,6144,2696,68,4855,1612,50,23,3356,1.427,CE
2020-04-02,8899,6758,2842,69,4931,1669,51,30,3582,1.797,CE
2020-04-03,9215,7311,2980,69,5028,1731,54,37,3820,2.137,CE
2020-04-04,9456,7581,3164,70,5076,1768,56,44,4004,2.489,CE
2020-04-05,9641,7842,3304,70,5112,1792,57,50,4186,2.79,CE
2020-04-06,10034,8474,3488,70,5177,1837,58,59,4412,3.212,CE
2020-04-07,10426,9139,3652,72,5278,1878,58,65,4594,3.461,CE
2020-04-08,10874,9911,3802,73,5323,1915,58,71,4699,3.708,CE
2020-04-09,11179,10505,3924,73,5349,1928,58,79,4739,4.098,CE
2020-04-10,11473,10911,4014,73,5355,1933,58,87,4750,4.501,CE
2020-04-11,11832,11170,4201,73,5365,1934,58,94,4752,4.86,CE
2020-04-12,12061,11417,4392,73,5366,1934,58,99,4752,5.119,CE
2020-04-13,12288,11635,4589,73,5368,1935,58,101,4752,5.22,CE
