Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1601,69,3,0,4,0,0,0,19,,CE
2020-02-16,1601,69,3,0,4,0,0,0,19,,CE
2020-02-17,1601,69,3,0,5,0,0,0,21,,CE
2020-02-18,1601,69,3,0,5,1,1,0,22,0.0,CE
2020-02-19,1601,69,3,0,6,1,1,0,23,0.0,CE
2020-02-20,1601,69,3,1,7,1,1,0,26,0.0,CE
2020-02-21,1601,69,3,1,7,1,1,0,26,0.0,CE
2020-02-22,1601,69,3,1,7,2,2,0,27,0.0,CE
2020-02-23,1601,70,5,1,9,2,2,0,32,0.0,CE
2020-02-24,1601,70,5,1,9,2,2,0,36,0.0,CE
2020-02-25,1601,71,5,1,10,2,2,0,42,0.0,CE
2020-02-26,1601,72,5,1,10,2,2,0,43,0.0,CE
2020-02-27,1601,79,5,2,12,2,2,0,47,0.0,CE
2020-02-28,1601,86,7,2,13,2,2,0,52,0.0,CE
2020-02-29,1601,88,11,2,13,2,2,0,55,0.0,CE
2020-03-01,1601,94,12,2,18,3,2,0,62,0.0,CE
2020-03-02,1609,102,12,2,19,3,2,0,70,0.0,CE
2020-03-03,1609,109,12,2,23,3,2,0,74,0.0,CE
2020-03-04,1612,117,14,2,29,4,2,0,98,0.0,CE
2020-03-05,1614,121,15,2,32,4,2,0,113,0.0,CE
2020-03-06,1616,133,18,2,33,4,2,0,120,0.0,CE
2020-03-07,1622,138,21,2,41,6,3,0,133,0.0,CE
2020-03-08,1623,141,27,2,44,6,3,0,148,0.0,CE
2020-03-09,1632,148,30,2,61,6,3,0,158,0.0,CE
2020-03-10,1633,162,33,2,67,9,3,0,178,0.0,CE
2020-03-11,1655,173,36,3,92,13,3,0,194,0.0,CE
2020-03-12,1675,193,43,7,123,16,3,0,210,0.0,CE
2020-03-13,1704,228,52,8,168,33,8,0,240,0.0,CE
2020-03-14,1750,251,60,10,239,54,8,0,268,0.0,CE
2020-03-15,1785,264,79,12,316,70,8,0,308,0.0,CE
2020-03-16,1926,347,97,14,520,112,10,0,367,0.0,CE
2020-03-17,2131,410,118,18,715,159,11,0,439,0.0,CE
2020-03-18,2532,609,153,27,1131,246,15,0,508,0.0,CE
2020-03-19,2915,754,212,29,1499,312,19,0,586,0.0,CE
2020-03-20,3466,1018,317,32,1930,462,27,0,756,0.0,CE
2020-03-21,3974,1300,422,37,2360,598,31,0,910,0.0,CE
2020-03-22,4468,1580,544,42,2752,713,32,0,1053,0.0,CE
2020-03-23,5074,2043,665,47,3269,856,41,0,1278,0.0,CE
2020-03-24,5668,2442,820,51,3747,1030,44,2,1470,0.194,CE
2020-03-25,6171,2716,962,56,4196,1181,49,3,1660,0.254,CE
2020-03-26,6681,2982,1125,59,4553,1312,52,6,1883,0.457,CE
2020-03-27,7067,3493,1307,61,4716,1413,53,9,2130,0.637,CE
2020-03-28,7321,3773,1485,62,4820,1480,53,11,2346,0.743,CE
2020-03-29,7588,4012,1613,64,4923,1544,53,14,2570,0.907,CE
2020-03-30,7979,4591,1773,69,5089,1668,56,17,2831,1.019,CE
2020-03-31,8356,5131,1894,72,5215,1733,59,20,3031,1.154,CE
2020-04-01,8665,5602,2072,73,5370,1813,59,22,3320,1.213,CE
2020-04-02,8920,6172,2189,76,5465,1887,62,30,3545,1.59,CE
2020-04-03,9239,6692,2308,76,5586,1957,65,38,3780,1.942,CE
2020-04-04,9496,6943,2447,78,5664,2021,68,45,3958,2.227,CE
2020-04-05,9686,7185,2578,79,5718,2049,69,52,4138,2.538,CE
2020-04-06,10093,7781,2752,79,5802,2104,72,61,4363,2.899,CE
2020-04-07,10493,8349,2896,80,5941,2157,72,67,4553,3.106,CE
2020-04-08,10960,9019,3024,83,6023,2214,72,73,4662,3.297,CE
2020-04-09,11283,9583,3167,88,6074,2243,73,81,4713,3.611,CE
2020-04-10,11589,9937,3267,88,6091,2253,73,91,4731,4.039,CE
2020-04-11,11974,10174,3448,88,6112,2262,73,99,4739,4.377,CE
2020-04-12,12217,10415,3621,88,6120,2269,73,107,4745,4.716,CE
2020-04-13,12664,10857,3943,88,6129,2274,73,112,4752,4.925,CE
2020-04-14,13104,11262,4253,88,6169,2290,73,122,4755,5.328,CE
2020-04-15,13343,11454,4414,88,6181,2291,73,124,4755,5.412,CE
