Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,3164,68,2,0,13,6,1,0,30,0.0,CE
2020-02-16,3164,68,3,0,13,7,1,0,30,0.0,CE
2020-02-17,3164,68,4,0,14,7,1,0,33,0.0,CE
2020-02-18,3164,68,4,0,14,8,1,0,33,0.0,CE
2020-02-19,3164,68,4,0,16,8,1,0,35,0.0,CE
2020-02-20,3164,68,5,0,18,8,1,0,39,0.0,CE
2020-02-21,3164,68,6,0,19,9,1,0,40,0.0,CE
2020-02-22,3164,68,7,0,19,10,1,0,43,0.0,CE
2020-02-23,3164,68,7,0,22,11,2,0,51,0.0,CE
2020-02-24,3164,68,7,0,23,11,2,0,54,0.0,CE
2020-02-25,3164,69,8,0,23,11,2,0,62,0.0,CE
2020-02-26,3164,69,8,0,25,11,2,0,64,0.0,CE
2020-02-27,3164,74,8,0,25,11,2,0,66,0.0,CE
2020-02-28,3164,79,9,0,27,11,2,0,72,0.0,CE
2020-02-29,3164,83,11,0,29,11,2,0,76,0.0,CE
2020-03-01,3164,88,12,0,39,13,2,0,82,0.0,CE
2020-03-02,3172,93,13,0,43,15,3,0,90,0.0,CE
2020-03-03,3172,100,13,0,48,17,4,0,95,0.0,CE
2020-03-04,3175,106,15,0,54,19,4,0,119,0.0,CE
2020-03-05,3177,111,18,1,61,21,4,0,136,0.0,CE
2020-03-06,3179,123,20,2,68,23,5,0,142,0.0,CE
2020-03-07,3185,128,22,2,80,26,6,0,155,0.0,CE
2020-03-08,3186,130,25,3,86,31,9,0,171,0.0,CE
2020-03-09,3194,137,26,4,103,33,9,0,190,0.0,CE
2020-03-10,3195,150,31,4,121,36,9,0,221,0.0,CE
2020-03-11,3216,161,34,4,150,41,10,0,241,0.0,CE
2020-03-12,3237,182,40,8,186,55,10,0,261,0.0,CE
2020-03-13,3260,218,43,9,236,74,13,0,297,0.0,CE
2020-03-14,3304,240,49,10,313,104,16,0,341,0.0,CE
2020-03-15,3338,253,59,12,411,126,16,0,393,0.0,CE
2020-03-16,3474,331,76,12,621,179,20,0,469,0.0,CE
2020-03-17,3674,385,94,16,859,243,20,0,562,0.0,CE
2020-03-18,4061,541,118,24,1318,354,23,0,673,0.0,CE
2020-03-19,4436,647,149,26,1699,438,24,0,790,0.0,CE
2020-03-20,4980,871,213,30,2224,621,33,0,991,0.0,CE
2020-03-21,5471,1119,276,37,2697,775,35,0,1184,0.0,CE
2020-03-22,5949,1376,341,41,3167,913,38,0,1352,0.0,CE
2020-03-23,6524,1853,398,47,3790,1099,43,0,1613,0.0,CE
2020-03-24,7104,2244,446,51,4362,1311,44,2,1811,0.153,CE
2020-03-25,7598,2478,486,56,4848,1491,49,4,2000,0.268,CE
2020-03-26,8101,2790,526,60,5249,1656,55,7,2231,0.423,CE
2020-03-27,8481,3117,564,68,5547,1798,62,10,2489,0.556,CE
2020-03-28,8734,3293,606,72,5746,1902,64,12,2700,0.631,CE
2020-03-29,8995,3432,640,74,5932,1992,65,16,2914,0.803,CE
2020-03-30,9386,3782,683,80,6215,2118,72,19,3196,0.897,CE
2020-03-31,9755,4122,715,84,6420,2232,73,22,3422,0.986,CE
2020-04-01,10061,4478,770,90,6707,2402,79,24,3769,0.999,CE
2020-04-02,10320,4936,800,101,6881,2528,86,33,4041,1.305,CE
2020-04-03,10631,5358,836,107,7064,2644,88,41,4305,1.551,CE
2020-04-04,10874,5540,867,116,7219,2774,96,48,4519,1.73,CE
2020-04-05,11061,5703,908,129,7365,2903,101,56,4760,1.929,CE
2020-04-06,11466,6114,963,134,7599,3061,103,67,5111,2.189,CE
2020-04-07,11860,6535,1017,138,7823,3236,106,74,5433,2.287,CE
2020-04-08,12323,6995,1075,147,8045,3423,108,81,5712,2.366,CE
2020-04-09,12736,7301,1149,158,8349,3620,109,92,6009,2.541,CE
2020-04-10,13071,7501,1255,166,8559,3843,111,104,6437,2.706,CE
2020-04-11,13461,7748,1373,174,8712,4030,112,116,6797,2.878,CE
2020-04-12,13706,7973,1489,179,8839,4200,113,129,7205,3.071,CE
2020-04-13,14172,8446,1669,186,9049,4418,113,136,7689,3.078,CE
2020-04-14,14621,9058,1831,192,9225,4573,114,155,8118,3.389,CE
2020-04-15,15162,9745,2015,194,9394,4738,115,171,8520,3.609,CE
2020-04-16,15773,10525,2244,195,9555,4840,116,184,8871,3.802,CE
2020-04-17,16384,11242,2428,198,9714,4935,119,204,9200,4.134,CE
2020-04-18,16835,11664,2604,200,9764,4980,121,215,9434,4.317,CE
2020-04-19,17145,12135,2781,202,9793,5001,123,234,9627,4.679,CE
2020-04-20,17805,13267,3033,203,9866,5038,123,255,9876,5.062,CE
2020-04-21,18189,13792,3208,203,9884,5066,123,269,9989,5.31,CE
2020-04-22,18789,14342,3487,204,9909,5095,124,280,10068,5.496,CE
2020-04-23,19430,15396,3781,204,9934,5118,124,287,10131,5.608,CE
2020-04-24,19753,15989,4033,204,9942,5121,124,293,10145,5.722,CE
