Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1612,63,3,0,4,0,0,0,19,,CE
2020-02-16,1612,64,4,0,4,0,0,0,19,,CE
2020-02-17,1612,64,4,0,5,0,0,0,21,,CE
2020-02-18,1612,64,4,0,5,1,1,0,22,0.0,CE
2020-02-19,1612,64,4,0,6,1,1,0,23,0.0,CE
2020-02-20,1612,64,4,1,7,1,1,0,26,0.0,CE
2020-02-21,1612,64,4,1,7,1,1,0,26,0.0,CE
2020-02-22,1612,64,4,1,7,2,2,0,27,0.0,CE
2020-02-23,1612,65,5,1,10,2,2,0,32,0.0,CE
2020-02-24,1612,65,5,1,10,2,2,0,36,0.0,CE
2020-02-25,1612,66,5,1,11,2,2,0,42,0.0,CE
2020-02-26,1612,67,5,1,11,2,2,0,43,0.0,CE
2020-02-27,1612,74,5,2,13,2,2,0,47,0.0,CE
2020-02-28,1612,81,7,2,14,2,2,0,52,0.0,CE
2020-02-29,1612,83,11,2,14,2,2,0,55,0.0,CE
2020-03-01,1612,89,12,2,19,3,2,0,62,0.0,CE
2020-03-02,1620,97,12,2,20,3,2,0,70,0.0,CE
2020-03-03,1620,104,12,2,24,3,2,0,74,0.0,CE
2020-03-04,1623,112,14,2,30,4,2,0,98,0.0,CE
2020-03-05,1625,116,15,2,33,4,2,0,113,0.0,CE
2020-03-06,1627,128,18,2,34,4,2,0,120,0.0,CE
2020-03-07,1633,133,21,2,42,6,3,0,133,0.0,CE
2020-03-08,1634,136,27,2,45,6,3,0,148,0.0,CE
2020-03-09,1643,143,30,2,62,6,3,0,158,0.0,CE
2020-03-10,1644,157,33,2,68,9,3,0,178,0.0,CE
2020-03-11,1666,168,36,3,93,13,3,0,194,0.0,CE
2020-03-12,1686,188,43,7,124,16,3,0,210,0.0,CE
2020-03-13,1715,223,51,8,169,33,8,0,240,0.0,CE
2020-03-14,1761,246,58,10,241,54,8,0,268,0.0,CE
2020-03-15,1796,259,75,12,319,71,8,0,308,0.0,CE
2020-03-16,1937,343,94,14,523,113,10,0,367,0.0,CE
2020-03-17,2144,407,112,18,721,161,11,0,439,0.0,CE
2020-03-18,2543,604,144,27,1138,248,15,0,508,0.0,CE
2020-03-19,2926,748,200,29,1508,316,19,0,585,0.0,CE
2020-03-20,3479,1013,301,32,1943,467,27,0,755,0.0,CE
2020-03-21,3989,1297,400,37,2381,604,31,0,908,0.0,CE
2020-03-22,4486,1580,516,42,2780,720,32,0,1051,0.0,CE
2020-03-23,5098,2047,639,47,3304,864,41,0,1276,0.0,CE
2020-03-24,5697,2422,765,51,3813,1042,44,2,1466,0.192,CE
2020-03-25,6201,2693,902,56,4267,1195,49,3,1656,0.251,CE
2020-03-26,6712,2940,1040,60,4642,1333,53,6,1878,0.45,CE
2020-03-27,7101,3388,1192,62,4832,1437,54,9,2125,0.626,CE
2020-03-28,7358,3651,1357,63,4942,1513,56,11,2341,0.727,CE
2020-03-29,7625,3891,1485,65,5045,1578,56,14,2565,0.887,CE
2020-03-30,8013,4468,1645,70,5211,1702,59,17,2826,0.999,CE
2020-03-31,8388,5002,1764,73,5337,1767,61,20,3026,1.132,CE
2020-04-01,8697,5473,1940,74,5495,1849,61,22,3315,1.19,CE
2020-04-02,8954,6038,2055,77,5590,1923,64,30,3540,1.56,CE
2020-04-03,9273,6559,2174,77,5711,1996,67,38,3774,1.904,CE
2020-04-04,9531,6811,2311,79,5791,2061,70,45,3952,2.183,CE
2020-04-05,9721,7050,2444,80,5848,2090,71,52,4131,2.488,CE
2020-04-06,10128,7645,2615,80,5935,2148,74,61,4355,2.84,CE
2020-04-07,10529,8212,2755,81,6079,2201,74,67,4545,3.044,CE
2020-04-08,10999,8870,2882,84,6161,2260,74,73,4653,3.23,CE
2020-04-09,11324,9430,3023,89,6213,2289,75,81,4704,3.539,CE
2020-04-10,11627,9772,3119,90,6233,2300,75,91,4722,3.957,CE
2020-04-11,12012,9989,3282,90,6257,2326,75,99,4729,4.256,CE
2020-04-12,12255,10225,3452,90,6266,2338,75,107,4734,4.577,CE
2020-04-13,12706,10632,3741,90,6285,2367,75,112,4740,4.732,CE
2020-04-14,13154,11035,4047,90,6329,2385,75,122,4743,5.115,CE
2020-04-15,13565,11405,4377,90,6342,2386,75,124,4743,5.197,CE
2020-04-16,13590,11428,4400,90,6342,2386,75,124,4743,5.197,CE
