Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1585,65,4,0,3,0,0,0,19,,CE
2020-02-16,1585,65,4,0,3,0,0,0,19,,CE
2020-02-17,1585,65,4,0,4,0,0,0,21,,CE
2020-02-18,1585,65,4,0,4,1,1,0,22,0.0,CE
2020-02-19,1585,65,4,0,5,1,1,0,23,0.0,CE
2020-02-20,1585,65,4,0,6,1,1,0,26,0.0,CE
2020-02-21,1585,65,4,0,6,1,1,0,26,0.0,CE
2020-02-22,1585,65,4,0,6,2,2,0,27,0.0,CE
2020-02-23,1585,66,6,0,8,2,2,0,32,0.0,CE
2020-02-24,1585,66,6,0,8,2,2,0,36,0.0,CE
2020-02-25,1585,67,6,0,9,2,2,0,42,0.0,CE
2020-02-26,1585,68,6,0,9,2,2,0,43,0.0,CE
2020-02-27,1585,75,6,1,10,2,2,0,47,0.0,CE
2020-02-28,1585,82,8,1,11,2,2,0,52,0.0,CE
2020-02-29,1585,84,12,1,11,2,2,0,55,0.0,CE
2020-03-01,1585,90,13,1,16,3,2,0,62,0.0,CE
2020-03-02,1593,98,13,1,17,3,2,0,70,0.0,CE
2020-03-03,1593,105,13,1,21,3,2,0,74,0.0,CE
2020-03-04,1596,113,15,1,27,4,2,0,98,0.0,CE
2020-03-05,1598,117,16,1,30,4,2,0,113,0.0,CE
2020-03-06,1600,129,18,1,31,5,2,0,120,0.0,CE
2020-03-07,1606,134,22,1,39,6,3,0,133,0.0,CE
2020-03-08,1607,137,28,1,42,6,3,0,147,0.0,CE
2020-03-09,1616,144,31,1,59,6,3,0,156,0.0,CE
2020-03-10,1617,158,35,1,64,7,3,0,176,0.0,CE
2020-03-11,1639,168,39,2,88,11,3,0,192,0.0,CE
2020-03-12,1659,188,45,6,118,14,3,0,208,0.0,CE
2020-03-13,1688,223,52,7,162,30,8,0,238,0.0,CE
2020-03-14,1734,246,60,9,234,49,8,0,266,0.0,CE
2020-03-15,1769,259,82,11,307,66,8,0,306,0.0,CE
2020-03-16,1911,343,103,13,508,108,10,0,365,0.0,CE
2020-03-17,2116,411,125,17,703,154,11,0,437,0.0,CE
2020-03-18,2517,610,162,26,1118,237,15,0,505,0.0,CE
2020-03-19,2900,755,221,28,1485,302,18,0,582,0.0,CE
2020-03-20,3454,1021,337,31,1907,446,24,0,750,0.0,CE
2020-03-21,3964,1305,448,36,2335,576,28,0,903,0.0,CE
2020-03-22,4460,1587,574,41,2724,690,29,0,1046,0.0,CE
2020-03-23,5074,2070,717,46,3234,828,39,0,1271,0.0,CE
2020-03-24,5673,2496,913,50,3695,978,41,2,1463,0.204,CE
2020-03-25,6179,2791,1073,55,4134,1119,45,3,1653,0.268,CE
2020-03-26,6689,3109,1308,58,4434,1232,49,6,1877,0.487,CE
2020-03-27,7076,3658,1524,60,4573,1322,49,9,2123,0.681,CE
2020-03-28,7331,3953,1719,61,4665,1387,50,11,2339,0.793,CE
2020-03-29,7598,4193,1852,63,4767,1448,50,14,2564,0.967,CE
2020-03-30,7989,4798,2025,68,4927,1565,51,17,2826,1.086,CE
2020-03-31,8366,5366,2159,71,5041,1626,54,20,3028,1.23,CE
2020-04-01,8674,5881,2361,72,5173,1703,54,22,3312,1.292,CE
2020-04-02,8930,6471,2488,75,5263,1771,55,29,3536,1.637,CE
2020-04-03,9248,6994,2604,75,5380,1842,57,36,3769,1.954,CE
2020-04-04,9505,7246,2743,77,5456,1905,60,43,3946,2.257,CE
2020-04-05,9695,7490,2869,78,5508,1936,61,50,4123,2.583,CE
2020-04-06,10101,8090,3039,78,5585,1991,63,59,4343,2.963,CE
2020-04-07,10501,8665,3177,80,5718,2043,63,65,4526,3.182,CE
2020-04-08,10968,9352,3306,83,5786,2098,63,71,4626,3.384,CE
2020-04-09,11291,9932,3439,87,5830,2122,64,79,4665,3.723,CE
2020-04-10,11595,10327,3533,88,5837,2129,64,87,4676,4.086,CE
2020-04-11,11979,10580,3726,88,5852,2133,64,94,4678,4.407,CE
2020-04-12,12222,10833,3927,88,5855,2133,64,100,4678,4.688,CE
2020-04-13,12665,11230,4273,88,5864,2137,64,105,4678,4.913,CE
2020-04-14,13050,11536,4565,88,5894,2146,64,111,4679,5.172,CE
2020-04-15,13069,11556,4585,88,5894,2146,64,111,4679,5.172,CE
