Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1606,63,4,0,4,0,0,0,19,,CE
2020-02-16,1606,63,4,0,4,0,0,0,19,,CE
2020-02-17,1606,63,4,0,5,0,0,0,21,,CE
2020-02-18,1606,63,4,0,5,1,1,0,22,0.0,CE
2020-02-19,1606,63,4,0,6,1,1,0,23,0.0,CE
2020-02-20,1606,63,4,1,7,1,1,0,26,0.0,CE
2020-02-21,1606,63,4,1,7,1,1,0,26,0.0,CE
2020-02-22,1606,63,4,1,7,2,2,0,27,0.0,CE
2020-02-23,1606,64,6,1,9,2,2,0,32,0.0,CE
2020-02-24,1606,64,6,1,9,2,2,0,36,0.0,CE
2020-02-25,1606,65,6,1,10,2,2,0,42,0.0,CE
2020-02-26,1606,66,6,1,10,2,2,0,43,0.0,CE
2020-02-27,1606,73,6,2,12,2,2,0,47,0.0,CE
2020-02-28,1606,80,8,2,13,2,2,0,52,0.0,CE
2020-02-29,1606,82,12,2,13,2,2,0,55,0.0,CE
2020-03-01,1606,88,13,2,18,3,2,0,62,0.0,CE
2020-03-02,1614,96,13,2,19,3,2,0,70,0.0,CE
2020-03-03,1614,103,13,2,23,3,2,0,74,0.0,CE
2020-03-04,1617,111,15,2,29,4,2,0,98,0.0,CE
2020-03-05,1619,115,16,2,32,4,2,0,113,0.0,CE
2020-03-06,1621,127,19,2,33,4,2,0,120,0.0,CE
2020-03-07,1627,132,23,2,41,5,3,0,133,0.0,CE
2020-03-08,1628,135,29,2,44,5,3,0,148,0.0,CE
2020-03-09,1637,142,32,2,61,5,3,0,158,0.0,CE
2020-03-10,1638,156,36,2,66,8,3,0,178,0.0,CE
2020-03-11,1660,167,40,3,90,12,3,0,194,0.0,CE
2020-03-12,1680,187,47,7,121,15,3,0,210,0.0,CE
2020-03-13,1709,222,56,8,166,32,8,0,240,0.0,CE
2020-03-14,1755,245,64,10,237,53,8,0,268,0.0,CE
2020-03-15,1790,258,87,12,309,68,8,0,308,0.0,CE
2020-03-16,1932,342,109,14,510,110,10,0,367,0.0,CE
2020-03-17,2137,410,132,18,705,156,11,0,439,0.0,CE
2020-03-18,2538,609,168,27,1120,243,15,0,508,0.0,CE
2020-03-19,2921,754,228,29,1487,309,19,0,586,0.0,CE
2020-03-20,3475,1020,348,32,1910,455,25,0,756,0.0,CE
2020-03-21,3985,1305,460,37,2338,589,29,0,910,0.0,CE
2020-03-22,4481,1588,589,42,2727,702,30,0,1053,0.0,CE
2020-03-23,5095,2070,730,47,3235,843,40,0,1278,0.0,CE
2020-03-24,5694,2496,926,51,3697,997,42,2,1470,0.201,CE
2020-03-25,6200,2791,1088,56,4136,1141,47,3,1660,0.263,CE
2020-03-26,6710,3108,1324,59,4436,1256,51,6,1883,0.478,CE
2020-03-27,7097,3653,1539,61,4575,1348,51,9,2130,0.668,CE
2020-03-28,7351,3947,1735,62,4669,1409,51,11,2346,0.781,CE
2020-03-29,7618,4187,1870,64,4771,1468,51,14,2570,0.954,CE
2020-03-30,8009,4788,2038,69,4931,1588,52,17,2831,1.071,CE
2020-03-31,8386,5354,2172,72,5047,1649,55,20,3031,1.213,CE
2020-04-01,8694,5868,2378,73,5179,1723,55,22,3321,1.277,CE
2020-04-02,8950,6458,2505,76,5271,1789,56,29,3547,1.621,CE
2020-04-03,9268,6980,2626,76,5389,1858,59,37,3783,1.991,CE
2020-04-04,9525,7232,2771,78,5463,1920,62,44,3961,2.292,CE
2020-04-05,9715,7476,2903,79,5516,1948,63,51,4141,2.618,CE
2020-04-06,10122,8076,3082,79,5595,2001,66,60,4366,2.999,CE
2020-04-07,10522,8651,3230,80,5729,2054,66,66,4556,3.213,CE
2020-04-08,10989,9334,3373,83,5800,2106,66,72,4664,3.419,CE
2020-04-09,11312,9912,3524,88,5844,2130,67,80,4718,3.756,CE
2020-04-10,11616,10300,3630,88,5850,2135,67,88,4740,4.122,CE
2020-04-11,12000,10556,3818,88,5865,2139,67,96,4750,4.488,CE
2020-04-12,12243,10808,3995,88,5868,2140,67,102,4761,4.766,CE
2020-04-13,12686,11253,4312,88,5877,2144,67,107,4773,4.991,CE
2020-04-14,13073,11625,4584,88,5916,2157,67,115,4778,5.331,CE
2020-04-15,13136,11671,4602,88,5920,2157,67,116,4778,5.378,CE
