Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,3589,71,2,0,14,8,2,0,30,0.0,CE
2020-02-16,3589,71,2,0,14,9,2,0,31,0.0,CE
2020-02-17,3589,71,3,0,15,9,2,0,34,0.0,CE
2020-02-18,3589,71,3,0,15,10,2,0,34,0.0,CE
2020-02-19,3589,71,3,0,17,10,2,0,36,0.0,CE
2020-02-20,3589,71,3,0,20,10,2,0,40,0.0,CE
2020-02-21,3589,71,3,0,22,11,2,0,42,0.0,CE
2020-02-22,3589,71,4,0,22,12,2,0,46,0.0,CE
2020-02-23,3589,71,4,0,25,13,3,0,54,0.0,CE
2020-02-24,3589,71,4,0,26,13,3,0,57,0.0,CE
2020-02-25,3589,72,5,0,26,13,3,0,65,0.0,CE
2020-02-26,3589,72,5,0,28,13,3,0,67,0.0,CE
2020-02-27,3589,77,5,0,28,13,3,0,69,0.0,CE
2020-02-28,3589,82,6,0,30,13,3,0,76,0.0,CE
2020-02-29,3589,86,8,0,32,13,3,0,80,0.0,CE
2020-03-01,3589,91,9,0,46,15,3,0,86,0.0,CE
2020-03-02,3597,96,11,0,51,17,4,0,92,0.0,CE
2020-03-03,3597,103,11,0,55,19,5,0,98,0.0,CE
2020-03-04,3600,109,12,0,61,22,5,0,122,0.0,CE
2020-03-05,3602,114,15,1,67,25,5,0,139,0.0,CE
2020-03-06,3604,126,17,1,74,27,6,0,146,0.0,CE
2020-03-07,3610,131,18,1,87,30,7,0,159,0.0,CE
2020-03-08,3611,133,21,3,92,34,10,0,177,0.0,CE
2020-03-09,3619,140,21,4,109,36,10,0,198,0.0,CE
2020-03-10,3620,153,25,4,129,40,10,0,228,0.0,CE
2020-03-11,3641,164,28,4,160,45,10,0,247,0.0,CE
2020-03-12,3662,185,33,8,193,61,10,0,271,0.0,CE
2020-03-13,3684,221,35,9,240,82,13,0,309,0.0,CE
2020-03-14,3728,243,39,10,320,111,16,0,356,0.0,CE
2020-03-15,3762,256,47,12,423,134,16,0,412,0.0,CE
2020-03-16,3898,334,62,12,637,187,19,0,492,0.0,CE
2020-03-17,4098,390,78,15,874,249,19,0,598,0.0,CE
2020-03-18,4485,549,104,23,1331,362,22,0,715,0.0,CE
2020-03-19,4860,654,134,25,1720,450,23,0,829,0.0,CE
2020-03-20,5404,876,194,29,2243,635,32,0,1053,0.0,CE
2020-03-21,5894,1127,257,35,2727,795,35,0,1248,0.0,CE
2020-03-22,6370,1386,319,39,3191,934,39,0,1420,0.0,CE
2020-03-23,6939,1865,375,47,3813,1123,43,0,1692,0.0,CE
2020-03-24,7518,2255,418,51,4395,1330,45,2,1910,0.15,CE
2020-03-25,8013,2490,459,57,4882,1513,50,4,2107,0.264,CE
2020-03-26,8511,2802,494,60,5287,1674,56,7,2353,0.418,CE
2020-03-27,8889,3139,531,68,5580,1820,62,10,2651,0.549,CE
2020-03-28,9141,3325,573,72,5786,1919,64,12,2883,0.625,CE
2020-03-29,9400,3482,602,74,5983,2010,66,16,3106,0.796,CE
2020-03-30,9791,3849,635,82,6296,2140,73,19,3402,0.888,CE
2020-03-31,10158,4215,663,86,6504,2258,75,22,3635,0.974,CE
2020-04-01,10463,4585,705,94,6804,2437,81,24,3993,0.985,CE
2020-04-02,10725,5050,730,105,6994,2570,88,33,4265,1.284,CE
2020-04-03,11036,5473,764,112,7187,2690,89,41,4551,1.524,CE
2020-04-04,11281,5645,786,124,7350,2826,96,48,4781,1.699,CE
2020-04-05,11468,5807,819,134,7502,2964,100,56,5042,1.889,CE
2020-04-06,11869,6201,853,140,7741,3134,102,67,5422,2.138,CE
2020-04-07,12260,6623,894,144,7962,3323,106,74,5762,2.227,CE
2020-04-08,12722,7110,934,150,8174,3527,109,81,6082,2.297,CE
2020-04-09,13138,7432,990,157,8487,3741,110,92,6402,2.459,CE
2020-04-10,13471,7646,1070,164,8718,3999,114,104,6880,2.601,CE
2020-04-11,13862,7883,1146,171,8889,4241,117,116,7273,2.735,CE
2020-04-12,14099,8114,1223,177,9049,4477,117,129,7696,2.881,CE
2020-04-13,14561,8574,1347,185,9297,4781,119,136,8206,2.845,CE
2020-04-14,15008,9199,1473,191,9507,5010,121,155,8672,3.094,CE
2020-04-15,15546,9832,1606,194,9729,5255,122,172,9112,3.273,CE
2020-04-16,16151,10512,1774,195,9941,5432,125,187,9515,3.443,CE
2020-04-17,16758,11174,1951,199,10140,5594,128,209,9930,3.736,CE
2020-04-18,17215,11540,2126,201,10221,5694,129,221,10207,3.881,CE
2020-04-19,17525,11949,2326,204,10271,5767,130,242,10498,4.196,CE
2020-04-20,18194,12947,2554,206,10380,5889,131,265,10868,4.5,CE
2020-04-21,18587,13383,2693,206,10441,5983,131,286,11108,4.78,CE
2020-04-22,19204,13852,2876,207,10509,6104,132,304,11312,4.98,CE
2020-04-23,19870,14932,3099,207,10607,6160,134,320,11510,5.195,CE
2020-04-24,20510,16389,3304,207,10659,6224,134,345,11654,5.543,CE
2020-04-25,21042,17019,3556,207,10671,6260,134,365,11672,5.831,CE
2020-04-26,21241,17179,3713,207,10671,6260,134,376,11672,6.006,CE
