Data,Exames realizados,Suspeitos,Em Análise,Inconclusivo,Negativo,Positivo,Municios Afetados,Óbitos,Quantidade analisado,Taxa de letalidade (%),Estado
2020-02-15,1639,60,2,0,8,2,2,0,18,0.0,CE
2020-02-16,1639,61,3,0,8,2,2,0,18,0.0,CE
2020-02-17,1639,61,3,0,9,3,2,0,20,0.0,CE
2020-02-18,1639,61,3,0,9,4,2,0,21,0.0,CE
2020-02-19,1639,61,3,0,10,4,2,0,22,0.0,CE
2020-02-20,1639,61,3,0,10,4,2,0,25,0.0,CE
2020-02-21,1639,61,3,0,10,4,2,0,25,0.0,CE
2020-02-22,1639,61,3,0,10,5,2,0,26,0.0,CE
2020-02-23,1639,61,3,0,13,5,2,0,31,0.0,CE
2020-02-24,1639,61,3,0,13,5,2,0,34,0.0,CE
2020-02-25,1639,62,3,0,14,5,2,0,39,0.0,CE
2020-02-26,1639,62,3,0,14,5,2,0,40,0.0,CE
2020-02-27,1639,67,3,0,14,6,3,0,43,0.0,CE
2020-02-28,1639,72,4,0,15,6,3,0,48,0.0,CE
2020-02-29,1639,76,6,0,17,6,3,0,51,0.0,CE
2020-03-01,1639,82,6,0,23,8,3,0,58,0.0,CE
2020-03-02,1647,88,8,0,27,8,3,0,64,0.0,CE
2020-03-03,1647,95,8,0,32,10,4,0,68,0.0,CE
2020-03-04,1650,101,9,0,38,12,4,0,92,0.0,CE
2020-03-05,1652,105,10,0,41,13,4,0,107,0.0,CE
2020-03-06,1654,117,12,0,44,13,4,0,113,0.0,CE
2020-03-07,1660,122,13,0,55,15,5,0,126,0.0,CE
2020-03-08,1661,124,18,2,58,16,5,0,139,0.0,CE
2020-03-09,1669,130,18,2,76,17,5,0,149,0.0,CE
2020-03-10,1670,144,22,2,83,18,5,0,166,0.0,CE
2020-03-11,1692,154,25,3,106,20,5,0,181,0.0,CE
2020-03-12,1714,173,30,7,140,28,5,0,195,0.0,CE
2020-03-13,1742,208,36,8,181,42,7,0,223,0.0,CE
2020-03-14,1788,230,40,11,251,67,9,0,248,0.0,CE
2020-03-15,1823,243,48,13,337,83,9,0,283,0.0,CE
2020-03-16,1965,322,63,15,530,131,12,0,338,0.0,CE
2020-03-17,2172,378,79,19,740,187,13,0,399,0.0,CE
2020-03-18,2574,532,111,27,1185,280,16,0,457,0.0,CE
2020-03-19,2959,642,150,30,1573,357,17,0,522,0.0,CE
2020-03-20,3510,867,214,33,2054,526,25,0,667,0.0,CE
2020-03-21,4020,1097,283,38,2534,674,28,0,802,0.0,CE
2020-03-22,4512,1335,371,41,2982,806,32,0,932,0.0,CE
2020-03-23,5116,1748,471,48,3590,981,39,0,1125,0.0,CE
2020-03-24,5713,2067,550,52,4178,1186,43,2,1289,0.169,CE
2020-03-25,6213,2284,639,59,4712,1375,48,4,1450,0.291,CE
2020-03-26,6734,2491,732,63,5165,1540,54,7,1641,0.455,CE
2020-03-27,7125,2850,832,69,5428,1671,58,10,1853,0.598,CE
2020-03-28,7390,3021,899,71,5627,1764,59,12,2038,0.68,CE
2020-03-29,7665,3153,955,72,5791,1854,62,16,2244,0.863,CE
2020-03-30,8062,3483,1027,74,6018,1963,65,19,2479,0.968,CE
2020-03-31,8445,3830,1087,77,6181,2054,67,22,2657,1.071,CE
2020-04-01,8761,4207,1215,79,6365,2161,68,24,2902,1.111,CE
2020-04-02,9022,4709,1319,82,6472,2244,74,32,3100,1.426,CE
2020-04-03,9347,5180,1412,83,6594,2315,75,40,3305,1.728,CE
2020-04-04,9603,5369,1513,89,6685,2386,78,47,3458,1.97,CE
2020-04-05,9797,5563,1637,91,6758,2439,78,55,3608,2.255,CE
2020-04-06,10207,6064,1766,92,6854,2491,80,65,3804,2.609,CE
2020-04-07,10612,6565,1880,96,6955,2544,82,71,3967,2.791,CE
2020-04-08,11082,7126,1980,98,7036,2604,82,77,4050,2.957,CE
2020-04-09,11522,7610,2087,98,7160,2645,82,87,4088,3.289,CE
2020-04-10,11874,7914,2153,100,7238,2685,82,98,4104,3.65,CE
2020-04-11,12280,8072,2297,100,7292,2743,82,108,4109,3.937,CE
2020-04-12,12532,8219,2426,100,7334,2792,84,118,4114,4.226,CE
2020-04-13,12999,8529,2695,101,7408,2872,86,125,4122,4.352,CE
2020-04-14,13459,8800,2925,102,7505,2977,87,143,4123,4.803,CE
2020-04-15,14016,9192,3282,102,7580,3032,87,156,4124,5.145,CE
2020-04-16,14628,9626,3678,102,7605,3050,87,162,4124,5.311,CE
2020-04-17,15205,10048,4074,102,7661,3062,87,176,4124,5.748,CE
2020-04-18,15455,10219,4228,102,7661,3062,87,180,4124,5.879,CE
2020-04-19,15455,10219,4228,102,7661,3062,87,180,4124,5.879,CE
